    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen   Length          Fitness   Length          Fitness      OOB Fitness  Time Left
6924    50.59          1008.26       93        0.0101107              N/A     18.08s 44
6925    49.60          7008.04       93        0.0101107              N/A     21.93s 44
6926    49.93          12237.2       93        0.0101107              N/A     21.46s 44
6927    52.43      7.84772e+07       93        0.0101107              N/A     20.56s 44
6928    51.25          22415.8       93        0.0101107              N/A     18.53s 44
6929    49.77          2709.17       93        0.0101107              N/A     16.02s 44
6930    48.24      7.92608e+07       93        0.0101107              N/A     14.44s 44
6931    49.23             8454       93        0.0101107              N/A     15.85s 44
6932    48.37           224668       93        0.0101107              N/A     16.77s 44
6933    51.56      1.93429e+10       93        0.0101107              N/A     13.65s 44
6934    51.66      7.40791e+13       93        0.0101107              N/A     12.74s 44
6935    48.45      5.03736e+06       93        0.0101107              N/A     10.58s 44
6936    50.09      4.80847e+06       93        0.0101107              N/A     11.72s 44
6937    51.32      5.06303e+06       93        0.0101107              N/A      7.83s 44
6938    50.84      1.84065e+10       93        0.0101107              N/A      9.01s 44
6939    51.70      1.45908e+08       93        0.0101107              N/A      9.22s 44
6940    49.75       3.8355e+10       93        0.0101107              N/A      7.00s 44
6941    49.98      1.99596e+10       93        0.0101107              N/A      7.34s 44
6942    51.08      7.69234e+07       93        0.0101107              N/A      7.22s 44
6943    50.70      1.99582e+10       93        0.0101107              N/A      4.82s 44
6944    50.08      1.56792e+18       93        0.0101107              N/A      4.88s 44
6945    51.62       1.0009e+07       93        0.0101107              N/A      3.20s 44
6946    52.30          359.977       93        0.0101107              N/A      2.39s 44
6947    50.66          6813.87       93        0.0101107              N/A      1.69s 44
6948    51.45          306.833       93        0.0101107              N/A      0.79s 44
6949    52.42          86697.1       93        0.0101107              N/A      0.00s 44
6950    50.51      1.93272e+10       93        0.0101107              N/A     37.49s 44
6951    48.90          1303.73       93        0.0101107              N/A     36.99s 44
6952    51.15          22185.7       93        0.0101107              N/A     43.11s 44
6953    51.72      1.89893e+10       93        0.0101107              N/A     38.84s 44
6954    49.77      5.36707e+06       93        0.0101107              N/A     33.72s 45
6955    51.40      8.00573e+07       93        0.0100229              N/A     32.91s 45
6956    51.18      4.80653e+06       93        0.0100229              N/A     30.93s 45
6957    54.30          2312.64       93        0.0100229              N/A     38.95s 45
6958    53.01      2.02706e+10       93        0.0100229              N/A     29.16s 45
6959    52.06      1.89914e+10       93        0.0100229              N/A     32.08s 45
6960    49.43      3.73986e+10       93        0.0100229              N/A     36.76s 45
6961    50.43      4.92796e+06       93        0.0100229              N/A     32.52s 45
6962    51.93           4374.1       93        0.0100229              N/A     29.12s 45
6963    50.97          6747.37       93        0.0100229              N/A     30.96s 45
6964    52.98          3785.21       93        0.0100229              N/A     24.74s 45
6965    51.48      5.07006e+06       93        0.0100229              N/A     28.04s 45
6966    50.13          2089.15       93        0.0100229              N/A     21.96s 45
6967    50.09      1.96312e+10       93        0.0100229              N/A     26.56s 45
6968    55.13      6.01888e+06       93        0.0100229              N/A     23.98s 45
6969    52.91      1.84065e+10       93        0.0100229              N/A     26.56s 45
6970    54.45      1.84065e+10       93        0.0100229              N/A     25.96s 45
6971    51.53          22711.5       93        0.0100229              N/A     22.81s 45
6972    50.99          2584.24       93        0.0100229              N/A     27.06s 45
6973    51.34      1.99648e+10       93        0.0100229              N/A     21.01s 45
6974    51.15          65838.8       93        0.0100229              N/A     20.31s 45
6975    51.23       1.9332e+10       93        0.0100229              N/A     22.44s 45
6976    50.64      1.84065e+10       93        0.0100229              N/A     17.63s 45
6977    49.17      7.38619e+13       93        0.0100229              N/A     17.23s 45
6978    52.82      1.11077e+07       93        0.0100229              N/A     18.54s 45
6979    50.10      4.80764e+06       93        0.0100229              N/A     15.40s 45
6980    49.99          20104.5       93        0.0100229              N/A     13.62s 45
6981    49.83      1.99518e+10       93        0.0100229              N/A     12.33s 45
6982    50.69      9.36488e+09       93        0.0100229              N/A     13.38s 45
6983    51.22           239829       93        0.0100229              N/A     14.90s 45
6984    50.28          54988.9       93        0.0100229              N/A     11.75s 45
6985    54.66      7.49287e+06       93        0.0100229              N/A     11.04s 45
6986    52.34      1.20984e+08       93        0.0100229              N/A     11.39s 45
6987    49.97           984385       93        0.0100229              N/A      9.92s 45
6988    51.60      1.84065e+10       93        0.0100229              N/A      8.83s 45
6989    53.12       1.8793e+10       93        0.0100229              N/A      9.59s 45
6990    52.17      7.40791e+13       93        0.0100229              N/A      6.79s 45
6991    49.56          6394.65       93        0.0100229              N/A      7.31s 45
6992    53.84       1.8407e+10       93        0.0100229              N/A      5.11s 45
6993    50.08       5.2013e+06       93        0.0100229              N/A      4.21s 45
6994    51.16           178712       93        0.0100229              N/A      3.87s 45
6995    50.97      9.97092e+06       93        0.0100229              N/A      3.32s 45
6996    52.70      1.93656e+10       93        0.0100229              N/A      2.41s 45
6997    52.72      1.87938e+10       93        0.0100229              N/A      1.81s 45
6998    48.80      2.93157e+17       93        0.0100229              N/A      0.89s 45
6999    53.39      2.24608e+10       93        0.0100229              N/A      0.00s 45
7000    52.40      1.87924e+10       93        0.0100229              N/A     36.59s 45
7001    49.24      2.40575e+11       93        0.0100229              N/A     34.61s 45
7002    50.85      5.16277e+06       93        0.0100229              N/A     39.07s 45
7003    51.24           2597.7       93        0.0100229              N/A     34.75s 45
7004    51.38          3110.88       93        0.0100229              N/A     36.19s 45
7005    52.02      1.50542e+07       93        0.0100229              N/A     39.44s 45
7006    51.19       1.9374e+10       93        0.0100229              N/A     33.44s 45
7007    50.09      1.87935e+10       93        0.0100247              N/A     37.61s 45
7008    51.08          39159.4       93        0.0100247              N/A     32.20s 45
7009    51.14      4.95892e+06       93        0.0100247              N/A     33.37s 45
7010    52.15      9.94311e+06       93        0.0100247              N/A     31.12s 45
7011    51.09      2.00336e+06       93        0.0100247              N/A     27.14s 45
7012    53.37      3.87442e+10       93        0.0100247              N/A     31.75s 45
7013    52.18          3305.63       93        0.0100247              N/A     29.56s 45
7014    52.33      5.09546e+06       93        0.0100247              N/A     24.73s 45
7015    51.76          2822.35       93        0.0100247              N/A     29.48s 45
7016    51.71      5.23526e+06       93        0.0100247              N/A     21.79s 45
7017    51.39      9.94539e+06       93        0.0100247              N/A     32.99s 45
7018    51.53      1.87875e+10       93        0.0100247              N/A     23.90s 45
7019    52.58           1522.8       93        0.0100247              N/A     22.64s 45
7020    50.34       1.8413e+10       93        0.0100247              N/A     25.32s 45
7021    51.44      1.87983e+10       93        0.0100247              N/A     21.41s 45
7022    51.79       1.4775e+07       93        0.0100247              N/A     20.63s 45
7023    51.37           649466       93        0.0100247              N/A     23.38s 45
7024    52.19      1.84167e+10       93        0.0100247              N/A     21.52s 45
7025    52.48      5.53542e+12       93        0.0100247              N/A     19.36s 45
7026    50.77      1.87875e+10       93        0.0100247              N/A     21.06s 45
7027    51.70      5.21461e+06       93        0.0100247              N/A     18.81s 45
7028    50.38      1.87875e+10       93        0.0100247              N/A     19.95s 45
7029    52.88          8793.65       95       0.00998169              N/A     15.85s 46
7030    52.81          6222.36       95       0.00998169              N/A     15.06s 46
7031    53.26      6.02149e+06       95       0.00998169              N/A     15.87s 46
7032    52.27      1.75553e+07       95       0.00998169              N/A     13.53s 46
7033    51.08      1.84066e+10       95       0.00998169              N/A     11.20s 46
7034    53.41      2.12721e+07       95       0.00998169              N/A     14.91s 46
7035    53.51       4.9718e+06       95       0.00998169              N/A     11.34s 46
7036    51.77      1.02609e+07       95       0.00998169              N/A     12.24s 46
7037    50.94      1.84172e+10       95       0.00998169              N/A      9.96s 46
7038    52.05      1.84066e+10       95       0.00998169              N/A      7.77s 46
7039    52.77      1.09106e+07       95       0.00998169              N/A      9.33s 46
7040    54.67      9.76157e+06       95       0.00998169              N/A      6.88s 46
7041    49.65      1.92766e+10       95       0.00998169              N/A      6.05s 46
7042    53.23      5.23396e+06       95       0.00998169              N/A      5.14s 46
7043    53.40          3770.99       95       0.00998169              N/A      4.90s 46
7044    50.63      3.72036e+10       95       0.00998169              N/A      4.70s 46
7045    50.61       1.9278e+10       95       0.00998169              N/A      3.75s 46
7046    50.98      1.84203e+10       95       0.00998169              N/A      2.99s 46
7047    53.55      5.05157e+06       95       0.00998169              N/A      1.53s 46
7048    51.12      5.26775e+06       95       0.00998169              N/A      0.76s 46
7049    53.94          6956.76       95       0.00998169              N/A      0.00s 46
7050    52.88          4215.47       95       0.00998169              N/A     31.08s 46
7051    52.53      3.81195e+10       95       0.00998169              N/A     34.82s 46
7052    53.40       1.1651e+06       95       0.00998169              N/A     33.99s 46
7053    53.02      1.87972e+10       95       0.00998169              N/A     36.19s 46
7054    49.58      1.66944e+08       95       0.00998169              N/A     41.88s 46
7055    53.72      1.84213e+10       95       0.00998169              N/A     42.17s 46
7056    52.27           3222.8       95       0.00998169              N/A     36.83s 46
7057    53.24        5.035e+06       95       0.00998169              N/A     36.09s 46
7058    52.87          6967.45       95       0.00998169              N/A     32.15s 46
7059    52.55      2.15633e+07       95       0.00998169              N/A     35.50s 46
7060    54.47          3471.22       95       0.00998169              N/A     31.93s 46
7061    53.19          318.091       95       0.00998169              N/A     35.78s 46
7062    54.81      1.39424e+07       95       0.00998169              N/A     25.88s 46
7063    54.35      5.64613e+06       95       0.00998169              N/A     24.39s 46
7064    50.45      9.84468e+06       95       0.00998169              N/A     30.49s 46
7065    52.84       5.0393e+06       95       0.00998169              N/A     22.87s 46
7066    52.12      7.01977e+08       95       0.00998169              N/A     28.45s 46
7067    52.60          7200.29       95       0.00998169              N/A     24.16s 46
7068    51.32      1.00485e+07       95       0.00998169              N/A     24.06s 46
7069    50.72      1.08897e+07       95       0.00998169              N/A     22.93s 46
7070    53.26      5.05625e+06       95       0.00998169              N/A     28.09s 46
7071    52.42          7512.24       95       0.00998169              N/A     23.91s 46
7072    53.34      1.93642e+10       97        0.0099732              N/A     23.30s 47
7073    55.44      4.96004e+06       97        0.0099732              N/A     19.96s 47
7074    54.41          2700.36       97        0.0099732              N/A     20.51s 47
7075    52.35           344171       97        0.0099732              N/A     18.60s 47
7076    52.03           211361       97        0.0099732              N/A     18.45s 47
7077    53.02      1.84065e+10       97        0.0099732              N/A     20.05s 47
7078    50.23      1.93642e+10       97        0.0099732              N/A     17.84s 47
7079    50.52      1.41079e+07       97        0.0099732              N/A     14.64s 47
7080    54.73      1.49339e+07       97        0.0099732              N/A     16.33s 47
7081    54.55          1408.21       97        0.0099732              N/A     13.29s 47
7082    52.10          3363.49       97        0.0099732              N/A     16.11s 47
7083    53.27      3.68131e+10       97        0.0099732              N/A     12.11s 47
7084    55.20          86277.7       97        0.0099732              N/A     13.59s 47
7085    54.41      4.95876e+06       97       0.00997149              N/A     11.43s 47
7086    55.20      1.99518e+10       97        0.0099732              N/A     12.35s 47
7087    54.86      4.04832e+11       97        0.0099732              N/A     10.62s 47
7088    53.30      4.80559e+06       97        0.0099732              N/A      8.34s 47
7089    56.85      1.92705e+10       97        0.0099732              N/A      8.67s 47
7090    54.30      4.80928e+06       97        0.0099732              N/A      7.58s 47
7091    55.46          269.358       97        0.0099732              N/A      7.55s 47
7092    52.69      1.93691e+10       97        0.0099732              N/A      6.54s 47
7093    53.91      2.93993e+11       97        0.0099732              N/A      4.18s 47
7094    53.52          5036.05       97        0.0099732              N/A      4.22s 47
7095    52.97          1686.69       97        0.0099732              N/A      3.21s 47
7096    53.68          5178.63       97        0.0099732              N/A      2.42s 47
7097    55.44          3857.67       97        0.0099732              N/A      1.65s 47
7098    54.15          6225.52       97        0.0099732              N/A      0.76s 47
7099    53.74      1.84065e+10       97        0.0099732              N/A      0.00s 47
7100    55.77          2750.53       97        0.0099732              N/A     46.62s 47
7101    52.82          10758.8       97        0.0099732              N/A     48.78s 46
7102    54.70          22672.7       97        0.0099732              N/A     43.80s 46
7103    53.70      1.84164e+10       97        0.0099732              N/A     39.01s 46
7104    56.10      2.52637e+06       97        0.0099732              N/A     41.53s 46
7105    56.25           3889.2       97        0.0099732              N/A     45.42s 46
7106    50.67      1.88173e+10       97        0.0099732              N/A     37.90s 46
7107    55.15       1.8409e+10       97        0.0099732              N/A     38.77s 46
7108    56.07      9.71719e+06       97        0.0099732              N/A     34.63s 46
7109    54.10      4.91054e+06       97        0.0099732              N/A     35.51s 46
7110    52.57      5.09902e+06       97        0.0099732              N/A     35.56s 46
7111    52.69      6.59053e+06       97        0.0099732              N/A     36.56s 46
7112    52.00      4.80584e+06       97        0.0099732              N/A     33.72s 46
7113    53.38      4.99494e+06       97        0.0099732              N/A     25.02s 46
7114    50.60      1.84065e+10       97        0.0099732              N/A     28.89s 46
7115    53.11      4.80295e+06       97        0.0099732              N/A     25.17s 44
7116    55.34      4.80532e+06       97        0.0099732              N/A     26.27s 44
7117    54.11      1.70993e+10       97        0.0099732              N/A     33.70s 44
7118    56.49      4.80547e+06       97        0.0099732              N/A     25.63s 44
7119    54.63      5.08155e+06       97        0.0099732              N/A     20.19s 44
7120    54.26          68667.4       97        0.0099732              N/A     24.07s 44
7121    55.44      1.04242e+07       97        0.0099732              N/A     26.40s 44
7122    54.65      5.03384e+06       97        0.0099732              N/A     27.00s 44
7123    56.94      1.84065e+10       97        0.0099732              N/A     21.41s 44
7124    56.98      1.84065e+10       97        0.0099732              N/A     19.78s 44
7125    56.76      1.25842e+07       97        0.0099732              N/A     25.46s 44
7126    55.19      2.00029e+10       97        0.0099732              N/A     17.82s 44
7127    53.79           140513       97        0.0099732              N/A     19.70s 44
7128    55.27      1.84116e+10       97        0.0099732              N/A     17.74s 45
7129    55.42      1.04231e+07       97        0.0099732              N/A     17.17s 45
7130    53.50      1.92706e+10       97        0.0099732              N/A     17.69s 45
7131    55.91          20598.6       97        0.0099732              N/A     14.75s 45
7132    54.09           298936       97        0.0099732              N/A     14.65s 45
7133    54.58      3.92774e+06       97        0.0099732              N/A     14.28s 45
7134    55.23      1.84113e+10       99       0.00993392              N/A     11.79s 46
7135    56.18      3.05349e+11       99       0.00993392              N/A     12.01s 46
7136    55.91      3.71997e+10       99       0.00993392              N/A      8.93s 47
7137    54.07       1.9369e+10       99       0.00993392              N/A      9.82s 47
7138    55.70      4.80603e+06       99       0.00993392              N/A      8.86s 47
7139    55.04      5.21255e+06       99       0.00993392              N/A      9.68s 47
7140    53.62          1341.38       99       0.00993392              N/A      8.65s 47
7141    56.73      1.99518e+10       99       0.00993392              N/A      6.67s 47
7142    54.87          4593.79       99       0.00993392              N/A      6.44s 47
7143    56.78      1.00189e+07       99       0.00993392              N/A      5.59s 47
7144    53.58      1.03696e+07       99       0.00993392              N/A      4.25s 47
7145    53.09      1.92705e+10       99       0.00993392              N/A      3.38s 47
7146    56.04      4.97719e+06       99       0.00993392              N/A      2.10s 47
7147    54.11      1.92705e+10       99       0.00993392              N/A      2.10s 47
7148    55.37      1.84065e+10       99       0.00993392              N/A      0.66s 47
7149    55.39          22564.1       99       0.00993392              N/A      0.00s 47
7150    54.66       1.7235e+07       99       0.00993392              N/A     40.73s 47
7151    56.77        5.215e+06       99       0.00993392              N/A     43.70s 47
7152    54.94      9.66805e+06       99       0.00993392              N/A     42.68s 47
7153    57.21      5.03414e+06       99       0.00993392              N/A     40.58s 47
7154    54.76      5.06638e+06       99       0.00993392              N/A     32.48s 47
7155    54.19       1.9369e+10       99       0.00993392              N/A     39.83s 47
7156    57.87      1.44333e+07       99       0.00993392              N/A     36.96s 47
7157    54.62          27494.6       99       0.00993392              N/A     33.44s 47
7158    56.85      8.87174e+07       99       0.00993392              N/A     33.86s 47
7159    54.42          4829.45       99       0.00993392              N/A     30.28s 47
7160    56.69      3.85478e+10       99       0.00993392              N/A     33.77s 47
7161    55.69      1.10894e+07       99       0.00993392              N/A     27.60s 47
7162    55.07      1.92767e+10       99       0.00993392              N/A     33.03s 47
7163    56.63          4227.81       99       0.00993392              N/A     29.97s 47
7164    54.60      1.38572e+07       99       0.00993392              N/A     31.06s 47
7165    54.81      1.11935e+07       99       0.00993392              N/A     23.21s 47
7166    54.02          1372.46       99       0.00993392              N/A     27.87s 47
7167    54.71      1.84164e+10       99       0.00993392              N/A     30.58s 47
7168    56.28      5.21208e+06       99       0.00993392              N/A     23.43s 47
7169    53.97      1.92846e+10       99       0.00993392              N/A     30.02s 47
7170    55.41      1.84067e+10       99       0.00993392              N/A     23.32s 47
7171    54.65      5.06143e+06       99       0.00993392              N/A     24.24s 47
7172    54.55          7687.14       99       0.00993392              N/A     19.59s 47
7173    54.18      1.93642e+10       99       0.00993392              N/A     22.08s 47
7174    54.43      5.26863e+06       99       0.00993392              N/A     22.62s 47
7175    55.26      1.40052e+13       99       0.00993392              N/A     19.97s 47
7176    54.95          27729.3       99       0.00993392              N/A     18.98s 47
7177    56.17      9.51794e+06       99       0.00993392              N/A     20.62s 47
7178    54.22      5.03913e+06       99       0.00993392              N/A     20.87s 47
7179    54.50      9.71226e+06       99       0.00993392              N/A     17.17s 47
7180    56.53      1.84113e+10       99       0.00993392              N/A     14.91s 47
7181    53.51      5.05465e+06       99       0.00993392              N/A     14.99s 47
7182    55.28       3.7677e+10       99       0.00993392              N/A     17.35s 47
7183    56.85           215116       99       0.00993392              N/A     13.57s 47
7184    52.70      5.05991e+06       99       0.00993392              N/A     14.11s 47
7185    52.75          6538.14       99       0.00993392              N/A     10.82s 48
7186    53.83          4871.85       99       0.00993392              N/A     12.60s 48
7187    55.18      5.05703e+06       99       0.00993392              N/A      9.28s 48
7188    55.43      4.80335e+06       99       0.00993392              N/A      9.17s 48
7189    53.03      3.66722e+07       99       0.00993392              N/A      9.61s 48
7190    54.86      6.16858e+06       99       0.00993392              N/A      7.42s 48
7191    52.97      5.21216e+06       99       0.00993392              N/A      7.22s 48
7192    52.46      5.03998e+06       99       0.00993392              N/A      5.79s 48
7193    56.82      1.46273e+06       99       0.00993392              N/A      5.64s 48
7194    55.20      1.93642e+10       99       0.00993392              N/A      4.02s 48
7195    54.47      1.99728e+10       99       0.00993392              N/A      2.71s 48
7196    55.80      1.93642e+10       99       0.00993392              N/A      2.83s 48
7197    57.33      5.21811e+06       99       0.00993392              N/A      1.64s 48
7198    54.61      1.92758e+10       99       0.00993392              N/A      0.85s 48
7199    55.33          4438.31       99       0.00993392              N/A      0.00s 48
7200    56.09      5.06694e+06       99       0.00993392              N/A     37.87s 48
7201    54.30          1459.58       99       0.00993392              N/A     44.22s 48
7202    54.99           115412       99       0.00993392              N/A     40.48s 48
7203    56.18      9.49046e+06       99       0.00993392              N/A     37.21s 48
7204    55.00           485176       99       0.00993392              N/A     44.41s 48
7205    53.91      1.92705e+10       99       0.00993392              N/A     37.71s 48
7206    51.30          9620.21       99       0.00993392              N/A     35.84s 48
7207    55.31      4.80776e+06       99       0.00993392              N/A     34.75s 48
7208    57.13      4.93176e+06       99       0.00993392              N/A     31.58s 48
7209    57.23           6532.8       99       0.00993392              N/A     35.91s 48
7210    56.56      5.22777e+06       99       0.00993392              N/A     29.99s 48
7211    55.59      1.93642e+10       99       0.00993392              N/A     36.88s 48
7212    52.86      1.84168e+10       99       0.00993392              N/A     26.17s 48
7213    52.17      1.84066e+10       99       0.00993392              N/A     32.41s 48
7214    54.61      1.93642e+10       99       0.00993392              N/A     31.44s 48
7215    52.57      9.83974e+06       99       0.00993392              N/A     26.04s 48
7216    54.02      1.99518e+10       99       0.00993392              N/A     31.45s 48
7217    52.29      1.92829e+10       99       0.00993392              N/A     27.73s 48
7218    54.44      6.24051e+06       99       0.00993392              N/A     31.26s 48
7219    54.80          53522.3       99       0.00993392              N/A     23.57s 48
7220    52.54      1.92753e+10       99       0.00993392              N/A     24.78s 48
7221    55.60      3.45025e+17       99       0.00993392              N/A     23.13s 48
7222    52.75      4.80685e+06       99       0.00993392              N/A     21.43s 48
7223    53.66          24689.7       99       0.00993392              N/A     18.69s 48
7224    52.77      4.88206e+06       99       0.00993392              N/A     20.66s 48
7225    52.78      7.05592e+13       99       0.00993392              N/A     21.13s 48
7226    55.60      1.93642e+10       99       0.00993392              N/A     19.12s 48
7227    54.74      3.87382e+10       99       0.00993392              N/A     17.46s 48
7228    53.98      5.03619e+06       99       0.00993392              N/A     17.72s 48
7229    54.43           1459.2       99       0.00993392              N/A     16.81s 48
7230    52.72          87923.6       99       0.00993392              N/A     14.64s 48
7231    54.16      5.85414e+06       99       0.00993392              N/A     18.94s 48
7232    51.58      3.57135e+06       99       0.00993392              N/A     15.64s 48
7233    57.69          4227.88       99       0.00993392              N/A     13.41s 48
7234    53.41           4173.4       99       0.00993392              N/A     13.36s 48
7235    56.18      4.29604e+10       99       0.00993392              N/A     10.80s 48
7236    57.20      8.67858e+07       99       0.00993392              N/A     13.03s 48
7237    58.49      1.03694e+21       99       0.00993392              N/A     10.99s 48
7238    56.82       5.2519e+06       99       0.00993392              N/A      8.90s 48
7239    55.02      4.12049e+12       99       0.00993392              N/A      8.58s 48
7240    53.73      4.84074e+06       99       0.00993392              N/A      9.41s 48
7241    54.73      5.23177e+06       99       0.00993392              N/A      7.57s 48
7242    53.69          90108.3       99       0.00993392              N/A      6.12s 48
7243    55.14      5.97791e+06       99       0.00993392              N/A      5.74s 48
7244    54.63      1.92705e+10       99       0.00993392              N/A      4.16s 48
7245    54.13      5.04181e+06       99       0.00993392              N/A      3.42s 48
7246    53.65      1.92765e+10       99       0.00993392              N/A      2.99s 48
7247    54.84          2656.13       99       0.00993392              N/A      1.67s 48
7248    53.27            44271       99       0.00993392              N/A      0.89s 48
7249    53.21      2.92597e+13       99       0.00993392              N/A      0.00s 48
7250    51.67      6.44115e+06       99       0.00993392              N/A     36.49s 48
7251    52.85      1.11512e+07       99       0.00993392              N/A     48.27s 48
7252    55.56      1.00234e+07       99       0.00993392              N/A     41.70s 48
7253    53.82      8.47444e+07       99       0.00993392              N/A     44.36s 48
7254    53.20      7.69931e+10       99       0.00993392              N/A     36.33s 48
7255    54.13      1.84065e+10       99       0.00993392              N/A     34.06s 48
7256    54.36           3616.1       99       0.00993392              N/A     39.95s 48
7257    53.79      1.84065e+10       99       0.00993392              N/A     30.84s 48
7258    56.02      1.92759e+10       99       0.00993392              N/A     39.46s 48
7259    54.58           1203.3       99       0.00993392              N/A     29.65s 48
7260    55.96      1.84116e+10       99       0.00993392              N/A     33.90s 48
7261    55.85          3804.54       99       0.00993392              N/A     34.63s 48
7262    53.91          30680.8       99       0.00993392              N/A     35.13s 48
7263    54.30      1.93689e+10       99       0.00993392              N/A     34.26s 48
7264    53.95          2527.69       99       0.00993392              N/A     29.70s 48
7265    52.61      5.22354e+06       99       0.00993392              N/A     20.33s 48
7266    54.40      5.21477e+06       99       0.00993392              N/A     31.71s 48
7267    55.56          4547.98       99       0.00993392              N/A     29.62s 48
7268    54.77          4353.13       99       0.00993392              N/A     26.49s 48
7269    55.19       1.8407e+10       99       0.00993392              N/A     26.31s 48
7270    55.23      4.81165e+06       99       0.00993392              N/A     24.68s 48
7271    51.90          2426.13       99       0.00993392              N/A     23.89s 48
7272    55.27      1.05758e+13       99       0.00993392              N/A     19.87s 48
7273    55.42      1.00703e+07       99       0.00993392              N/A     26.53s 48
7274    54.05      1.07176e+07       99       0.00993392              N/A     19.89s 48
7275    55.92            22888       99       0.00993392              N/A     23.81s 48
7276    54.24      6.71017e+11       99       0.00993392              N/A     19.87s 48
7277    51.16      1.84066e+10       99       0.00993392              N/A     18.43s 48
7278    53.52      5.85663e+06       99       0.00993392              N/A     20.12s 48
7279    53.20          9064.33       99       0.00993392              N/A     15.48s 48
7280    53.38      1.93692e+10       99       0.00993392              N/A     15.54s 48
7281    54.71      1.84065e+10       99       0.00993392              N/A     16.90s 48
7282    54.70           4281.7       99       0.00993392              N/A     14.89s 48
7283    50.59      1.15438e+12       99       0.00993392              N/A     13.86s 48
7284    53.05      1.93744e+10       99       0.00993392              N/A     11.41s 48
7285    53.74          280.205       99       0.00993392              N/A     13.03s 48
7286    55.49      5.06322e+06       99       0.00993392              N/A      9.97s 48
7287    54.52          11337.1       99       0.00993392              N/A      8.02s 48
7288    54.35          2211.65       99       0.00993392              N/A      8.57s 48
7289    53.97      5.21222e+06       99       0.00993392              N/A      7.08s 48
7290    54.33      1.84065e+10       99       0.00993392              N/A      7.57s 48
7291    52.81      1.92707e+10       99       0.00993392              N/A      6.56s 48
7292    55.10      4.80744e+06       99       0.00993392              N/A      5.69s 48
7293    54.98      6.90631e+10       99       0.00993392              N/A      6.54s 48
7294    53.67          4538.07       99       0.00993392              N/A      3.49s 48
7295    53.83          13695.7       99       0.00993392              N/A      3.45s 48
7296    55.17      1.99519e+10       99       0.00993392              N/A      2.26s 48
7297    54.49      5.03419e+06       99       0.00993392              N/A      1.60s 48
7298    54.04      7.64183e+07       99       0.00993392              N/A      0.95s 48
7299    54.33      3.83584e+10       99       0.00993392              N/A      0.00s 48
7300    54.11      1.02504e+07       99       0.00993392              N/A     41.85s 48
7301    53.45          5662.95       99       0.00993392              N/A     36.51s 48
7302    54.67      2.48631e+10       99       0.00993392              N/A     35.35s 48
7303    52.91      1.92705e+10       99       0.00993392              N/A     46.65s 48
7304    52.05          9322.43       99       0.00993392              N/A     36.26s 48
7305    55.17          25606.4       99       0.00993392              N/A     40.75s 48
7306    54.62      5.04021e+06       99       0.00993392              N/A     39.30s 48
7307    54.43       5.1943e+06       99       0.00993392              N/A     35.71s 48
7308    54.89      7.42402e+13       99       0.00993392              N/A     37.48s 48
7309    54.38      1.84118e+10       99       0.00993392              N/A     32.92s 48
7310    53.56      1.89821e+10       99       0.00993392              N/A     34.94s 48
7311    56.41      4.80418e+06       99       0.00993392              N/A     33.14s 48
7312    56.24      5.03449e+06       99       0.00993392              N/A     29.68s 48
7313    59.27      7.05592e+13       99       0.00993392              N/A     33.38s 48
7314    52.59        1.487e+07       99       0.00993392              N/A     30.45s 48
7315    54.37      7.12832e+07       99       0.00993392              N/A     31.96s 48
7316    55.62           437.59       99       0.00993392              N/A     25.73s 48
7317    54.05      1.93743e+10       99       0.00993392              N/A     29.69s 48
7318    53.02      1.92706e+10       99       0.00993392              N/A     25.10s 48
7319    55.77      1.92757e+10       99       0.00993392              N/A     24.93s 48
7320    52.47          1300.79       99       0.00993392              N/A     27.11s 48
7321    54.46      1.09696e+07       99       0.00993392              N/A     22.79s 48
7322    53.75      4.76429e+07       99       0.00993392              N/A     21.33s 48
7323    53.63          13552.6       99       0.00993392              N/A     24.85s 48
7324    54.98          5630.66       99       0.00993392              N/A     20.34s 48
7325    54.64          2813.91       99       0.00993392              N/A     22.40s 48
7326    57.70      3.29069e+10       99       0.00993392              N/A     16.94s 48
7327    56.54          4667.57       99       0.00993392              N/A     22.59s 48
7328    54.79      5.05185e+06       99       0.00993392              N/A     20.22s 48
7329    54.40          4119.02       99       0.00993392              N/A     18.13s 48
7330    50.78      5.06171e+06       99       0.00993392              N/A     17.50s 48
7331    54.42      7.38803e+13       99       0.00993392              N/A     15.63s 48
7332    55.26      1.02773e+07       99       0.00993392              N/A     15.51s 48
7333    51.92      3.86406e+10       99       0.00993392              N/A     12.93s 48
7334    52.82          7361.59       99       0.00993392              N/A     12.67s 48
7335    55.73          20517.6       99       0.00993392              N/A     12.36s 48
7336    52.34          73690.3       99       0.00993392              N/A      8.99s 48
7337    54.39      1.12505e+06       99       0.00993392              N/A      9.16s 48
7338    55.66      1.32085e+06       99       0.00993392              N/A      9.13s 48
7339    54.11      1.89771e+10       99       0.00993392              N/A      8.43s 48
7340    53.55      1.10584e+07       99       0.00993457              N/A      7.38s 48
7341    53.26      1.99518e+10       99       0.00993457              N/A      5.88s 48
7342    55.60      1.02908e+07       99       0.00993457              N/A      6.84s 48
7343    55.37      1.84114e+10       99       0.00993457              N/A      4.87s 48
7344    54.59      2.52927e+06       99       0.00993457              N/A      4.09s 48
