    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen   Length          Fitness   Length          Fitness      OOB Fitness  Time Left
 859   104.41         0.110189      107       0.00778354              N/A      1.34m
 860   102.31         0.128314      107       0.00778354              N/A      1.38m
 861   103.70        0.0955344      107       0.00778354              N/A      1.23m
 862   104.52         0.158008      107        0.0077863              N/A      1.15m
 863   104.67        0.0871774      107        0.0077863              N/A      1.15m
 864   101.88        0.0963579      103       0.00780129              N/A      1.12m
 865   104.78         0.150283      107        0.0077626              N/A      1.12m
 866   103.13         0.314035      107        0.0077626              N/A      1.11m
 867   103.54         0.151919      103       0.00780129              N/A      1.19m
 868   103.13         0.272948      103       0.00780129              N/A      1.10m
 869   100.98          1.20081      103       0.00780129              N/A     59.67s
 870   102.47        0.0998422      103       0.00780129              N/A     58.37s
 871   102.43         0.243692      103       0.00780129              N/A      1.01m
 872   103.94         0.281837      103       0.00780129              N/A      1.15m
 873   104.95         0.785963      103       0.00780129              N/A      1.13m
 874   104.17         0.189473      103       0.00780129              N/A      1.01m
 875   102.69          0.12374      103       0.00780129              N/A     58.67s
 876   103.56        0.0918864      103       0.00780129              N/A     56.94s
 877   109.71         0.258379      103       0.00780129              N/A     56.27s
 878   103.40         0.262001      103       0.00780129              N/A     58.21s
 879   103.25          0.12614      103       0.00780129              N/A      1.20m
 880   102.11          38.0451      103       0.00780129              N/A     58.31s
 881   106.36         0.204761      103       0.00780129              N/A     55.24s
 882   102.11         0.192958      103       0.00780129              N/A     58.12s
 883   102.59         0.165448      109       0.00770841              N/A     58.48s
 884   104.22         0.571114      103       0.00780129              N/A      1.06m
 885   101.35        0.0858148      103       0.00780129              N/A     56.05s
 886   105.19         0.423482      123       0.00777048              N/A      1.04m
 887   101.67         0.409608      107        0.0077863              N/A     57.56s
 888   103.57         0.169223      103       0.00780129              N/A     54.50s
 889   100.37         0.257142      107       0.00780129              N/A     57.38s
 890   101.55         0.294617      107        0.0077863              N/A     54.94s
 891   100.98         0.101305      107        0.0077863              N/A     55.02s
 892   104.21        0.0864609      107        0.0077863              N/A     58.27s
 893   105.25         0.391752      107        0.0077863              N/A     57.86s
 894   100.89         0.147983      107        0.0077863              N/A     53.34s
 895   103.71          0.50539      107        0.0077863              N/A     55.09s
 896   105.56         0.190191      135        0.0076932              N/A     53.56s
 897   103.66         0.100046      123       0.00772123              N/A     52.65s
 898   104.98         0.557361      107        0.0077863              N/A     50.86s
 899   103.58         0.175112      107        0.0077863              N/A     57.29s
 900   102.48         0.135169      107        0.0077863              N/A     57.09s
 901   101.58        0.0984709      107        0.0077863              N/A     48.85s
 902   102.75         0.161509      103       0.00780129              N/A     51.13s
 903   102.35         0.260004      103       0.00780129              N/A     47.09s
 904   102.35         0.276278      103       0.00780129              N/A     49.62s
 905   104.97          1.00683      103       0.00780129              N/A     47.06s
 906   102.25         0.199533      103       0.00780129              N/A     46.43s
 907   105.38         0.244935      103       0.00780129              N/A     45.28s
 908   102.88         0.525048      107        0.0077626              N/A     44.51s
 909   100.72         0.115104      103       0.00780129              N/A     49.33s
 910   103.09         0.260236      103       0.00780129              N/A     43.42s
 911   104.28         0.118068      103       0.00780129              N/A     44.10s
 912   103.62         0.299963      103       0.00780129              N/A     43.76s
 913   100.83         0.285141      107        0.0077863              N/A     45.53s
 914   100.21         0.163793      103       0.00780129              N/A     44.37s
 915   100.03         0.186334      209       0.00774748              N/A     40.18s
 916   101.50         0.153061      115        0.0077863              N/A     41.38s
 917   101.03         0.222777      107        0.0077863              N/A     46.87s
 918   103.23         0.149733      107        0.0077863              N/A     38.86s
 919   103.79         0.157267      103       0.00780129              N/A     39.84s
 920   100.85         0.311148      103       0.00780129              N/A     38.95s
 921   105.92         0.125809      107        0.0077863              N/A     38.16s
 922   101.91         0.656307      107        0.0077863              N/A     40.67s
 923   104.11         0.106376      107        0.0077863              N/A     38.54s
 924   102.77         0.276199      109        0.0077501              N/A     38.83s
 925   103.20         0.225812      109        0.0077501              N/A     41.79s
 926   102.36         0.120293      109        0.0077501              N/A     37.98s
 927   104.32         0.132608      109        0.0077501              N/A     36.55s
 928   101.27        0.0920769      109        0.0077501              N/A     35.49s
 929   101.32         0.240803      107        0.0077626              N/A     34.58s
 930   104.58         0.176211      107        0.0077626              N/A     33.73s
 931   103.83         0.118667      107        0.0077626              N/A     37.49s
 932   103.75         0.191921      107        0.0077626              N/A     34.50s
 933   102.29         0.168254      107        0.0077626              N/A     37.22s
 934   105.52         0.873446      107        0.0077626              N/A     32.33s
 935   104.27         0.157848      107        0.0077626              N/A     36.59s
 936   101.04         0.125361      107        0.0077626              N/A     38.24s
 937   102.16         0.313881      107        0.0077626              N/A     29.72s
 938   101.16         0.228477      107        0.0077626              N/A     29.92s
 939    99.16         0.584385      103       0.00780129              N/A     30.49s
 940    99.80        0.0870557      107        0.0077863              N/A     27.79s
 941   101.45          5.42907      107        0.0077863              N/A     31.44s
 942    99.90          1.28385      107        0.0077863              N/A     27.73s
 943   102.17         0.114686      107        0.0077626              N/A     29.54s
 944   105.98         0.204781      107        0.0077626              N/A     26.59s
 945   103.73         0.193514      107        0.0077626              N/A     27.62s
 946   102.62         0.735937      107        0.0077626              N/A     29.08s
 947   103.92         0.356349      107        0.0077863              N/A     26.27s
 948   101.53         0.118556      107        0.0077626              N/A     28.94s
 949   101.39         0.207971      107        0.0077626              N/A     26.58s
 950    98.99          6.37661      107        0.0077626              N/A     28.02s
 951   103.44        0.0827876      107        0.0077626              N/A     24.01s
 952   102.60         0.111991      107        0.0077626              N/A     24.18s
 953   103.88         0.428108      107        0.0077626              N/A     22.18s
 954   104.23         0.244749      107        0.0077626              N/A     22.65s
 955   101.52         0.281327      107        0.0077626              N/A     21.85s
 956   107.37        0.0664788      107        0.0077626              N/A     22.55s
 957   105.44         0.157657      107        0.0077626              N/A     20.51s
 958   104.33        0.0815373      107        0.0077626              N/A     20.49s
 959   104.95        0.0810355      103       0.00780129              N/A     20.21s
 960   103.19         0.104759      103       0.00780129              N/A     22.43s
 961   102.48         0.374245      103       0.00780129              N/A     20.37s
 962    99.59          0.26685      107        0.0077626              N/A     20.30s
 963   103.41         0.240855      107        0.0077626              N/A     17.73s
 964   101.83         0.238513      107        0.0077626              N/A     17.36s
 965   102.46         0.136755      107        0.0077626              N/A     18.39s
 966   102.70        0.0967746      107        0.0077626              N/A     17.53s
 967   102.09        0.0901366      103       0.00780129              N/A     15.58s
 968   102.22          0.17113      103       0.00780129              N/A     15.21s
 969   101.22        0.0971682      107        0.0077863              N/A     14.23s
 970   100.23         0.207477      107        0.0077863              N/A     14.02s
 971   102.88        0.0818029      107        0.0077626              N/A     13.56s
 972   100.93         0.207338      107        0.0077626              N/A     14.01s
 973   104.83         0.161912      107        0.0077626              N/A     13.95s
 974   102.56          0.10221      107        0.0077626              N/A     12.02s
 975   104.17         0.189978      107        0.0077626              N/A     11.90s
 976   103.78        0.0853963      107        0.0077626              N/A     10.85s
 977   104.63         0.176162      103       0.00780129              N/A     10.76s
 978   105.74        0.0736773      103       0.00780129              N/A     10.06s
 979   102.25         0.236896      103       0.00780129              N/A      9.89s
 980   105.32         0.287334      107        0.0077863              N/A      9.13s
 981   103.52         0.125841      103       0.00780129              N/A      9.41s
 982   105.43         0.152543      103       0.00780129              N/A      9.09s
 983   105.31        0.0856533      107        0.0077863              N/A      7.81s
 984   104.14         0.107421      103       0.00780129              N/A      7.48s
 985   103.54         0.336327      103       0.00780129              N/A      6.86s
 986   103.83         0.119704      103       0.00780129              N/A      6.43s
 987   102.86         0.162504      103       0.00780129              N/A      6.19s
 988   104.48        0.0908729      107        0.0077626              N/A      5.76s
 989   104.94         0.171612      107        0.0077626              N/A      5.54s
 990   103.45         0.302089      107        0.0077626              N/A      4.69s
 991   100.40         0.222956      107        0.0077863              N/A      4.20s
 992   101.61         0.176414      107        0.0077863              N/A      3.47s
 993   102.18         0.158637      107        0.0077863              N/A      2.89s
 994   103.17         0.237212      107        0.0077863              N/A      2.42s
 995   103.81         0.120693      107        0.0077626              N/A      1.97s
 996   102.65         0.178135      107        0.0077626              N/A      1.64s
 997   102.22         0.127925      107        0.0077863              N/A      0.95s
 998   104.90         0.122539      107        0.0077863              N/A      0.48s
 999   104.91         0.100641      107        0.0077863              N/A      0.00s
    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen   Length          Fitness   Length          Fitness      OOB Fitness  Time Left
1000   102.86        0.0866708      103       0.00780129              N/A      2.08m
1001   100.97         0.104878      103       0.00780129              N/A      2.11m
1002    98.72          1.11562      103       0.00780129              N/A      2.13m
1003   105.33         0.116691      103       0.00780129              N/A      2.18m
1004   101.92         0.295555      103       0.00780129              N/A      2.11m
1005   105.24         0.521338      107        0.0077863              N/A      1.99m
1006   103.08         0.170901      107        0.0077863              N/A      2.01m
1007   102.58         0.203969      107        0.0077863              N/A      2.01m
1008   103.10        0.0930746      107        0.0077863              N/A      2.00m
1009   102.42         0.191504      107        0.0077863              N/A      2.05m
1010   102.77         0.593407      107        0.0077863              N/A      1.96m
1011   102.75        0.0793859      107        0.0077863              N/A      2.16m
1012   104.27        0.0917796      107        0.0077863              N/A      1.90m
1013   107.37         0.106015      107        0.0077863              N/A      1.92m
1014   103.42         0.186952      107        0.0077863              N/A      1.93m
1015   103.29         0.100104      107        0.0077863              N/A      1.93m
1016   103.06          0.11023      107        0.0077863              N/A      1.94m
1017   100.31          0.25302      107        0.0077863              N/A      1.95m
1018   101.75         0.226785      107        0.0077863              N/A      1.82m
1019   103.39         0.155383      107        0.0077863              N/A      2.01m
1020   103.92         0.117945      107        0.0077863              N/A      2.10m
1021   105.84        0.0758223      115        0.0077863              N/A      1.90m
1022   104.67         0.158643      107        0.0077863              N/A      2.13m
1023   105.52         0.235122      107        0.0077626              N/A      1.83m
1024   104.58         0.152036      107        0.0077626              N/A      1.87m
1025   101.52         0.173203      103       0.00780129              N/A      1.80m
1026   104.25         0.607327      103       0.00780129              N/A      1.78m
1027   103.24         0.131279      103       0.00780129              N/A      1.81m
1028   103.81          2.51521      103       0.00780129              N/A      1.81m
1029   103.42         0.178981      107        0.0077626              N/A      2.18m
1030   100.49         0.304187      107        0.0077626              N/A      1.93m
1031   104.23        0.0762796      107        0.0077626              N/A      1.95m
1032   104.27        0.0958417      107        0.0077626              N/A      2.01m
1033   105.75          0.17911      107        0.0077626              N/A      1.84m
1034   102.20         0.441317      107        0.0077626              N/A      1.88m
1035   105.01        0.0855685      107        0.0077626              N/A      1.83m
1036   101.71         0.124347      107        0.0077626              N/A      1.77m
1037   105.47         0.293248      107        0.0077626              N/A      1.90m
1038   101.36          6.90907      107        0.0077626              N/A      1.87m
1039   102.00         0.155012      107        0.0077626              N/A      1.75m
1040   101.96         0.180489      107        0.0077626              N/A      1.73m
1041   103.79          33.8109      107        0.0077626              N/A      1.71m
1042   104.87         0.248767      103       0.00780129              N/A      1.82m
1043   104.90         0.122519      103       0.00780129              N/A      1.77m
1044   104.69         0.211674      103       0.00780129              N/A      1.82m
1045   103.85        0.0962105      103       0.00780129              N/A      1.80m
1046   102.86         0.324915      103       0.00780129              N/A      1.86m
1047   103.54         0.670711      103       0.00780129              N/A      1.65m
1048   104.47         0.122215      107        0.0077863              N/A      1.77m
1049   101.23         0.202849      205       0.00775852              N/A      1.77m
1050   103.55         0.151522      113       0.00777115              N/A      1.66m
1051   104.28         0.102726      113       0.00777115              N/A      1.75m
1052   102.65         0.109091      107        0.0077626              N/A      1.73m
1053   101.64         0.186732      107        0.0077626              N/A      1.67m
1054   101.34        0.0926438      103       0.00780129              N/A      1.65m
1055   103.08         0.205569      103       0.00780129              N/A      1.67m
1056   102.52          1.14782      107        0.0077863              N/A      1.68m
1057   101.11        0.0961492      203       0.00775021              N/A      1.76m
1058    98.74         0.151576      107        0.0077863              N/A      1.62m
1059   104.28         0.313758      103       0.00780129              N/A      1.64m
1060   103.97          22.0436      103       0.00780129              N/A      1.64m
1061   103.62         0.196904      103       0.00780129              N/A      1.61m
1062    98.66          3.94322      103       0.00780129              N/A      1.55m
1063    99.54         0.139879      103       0.00780129              N/A      1.60m
1064   105.51          1.20004      107        0.0077863              N/A      1.55m
1065   102.09         0.161367      115        0.0077626              N/A      1.61m
1066   101.74          5.19818      115        0.0077626              N/A      1.61m
1067   103.56        0.0714486      115        0.0077626              N/A      1.65m
1068   100.67         0.461369      103       0.00780129              N/A      1.48m
1069   100.83         0.161063      103       0.00780129              N/A      1.71m
1070   102.78         0.321033      103       0.00780129              N/A      1.54m
1071   102.38         0.374861      103       0.00780129              N/A      1.54m
1072   101.84         0.298102      107        0.0077626              N/A      1.51m
1073   101.65         0.209183      107        0.0077863              N/A      1.57m
1074   103.23         0.144261      107        0.0077863              N/A      1.49m
1075   101.41          0.16416      107        0.0077863              N/A      1.51m
1076   101.74         0.188008      107        0.0077863              N/A      1.53m
1077   104.31         0.177817      103       0.00780129              N/A      1.48m
1078   101.83        0.0961645      103       0.00780129              N/A      1.52m
1079   100.06         0.147873      103       0.00780129              N/A      1.61m
1080   103.14         0.254109      103       0.00780129              N/A      1.43m
1081   106.70         0.116441      103       0.00780129              N/A      1.45m
1082   104.21         0.187026      107        0.0077626              N/A      1.49m
1083   102.13         0.141139      107        0.0077626              N/A      1.37m
1084   103.78        0.0915423      107        0.0077626              N/A      1.40m
1085   103.72        0.0764354      107        0.0077626              N/A      1.38m
1086    99.86         0.135118      107        0.0077626              N/A      1.55m
1087   102.67          0.25657      107        0.0077626              N/A      1.33m
1088   103.92         0.119015      103       0.00780129              N/A      1.41m
1089   105.62         0.180095      103       0.00780129              N/A      1.36m
1090    98.15         0.240164      113       0.00762185              N/A      1.35m
1091   104.21         0.186942      113       0.00762185              N/A      1.37m
1092   103.22         0.275141      113       0.00762185              N/A      1.33m
1093    99.61          10.0704      113       0.00762185              N/A      1.31m
1094   101.06        0.0939254      113       0.00762185              N/A      1.21m
1095   104.21         0.134679      113       0.00762185              N/A      1.34m
1096   100.66         0.121968      107        0.0077863              N/A      1.46m
1097   105.86        0.0721588      107        0.0077626              N/A      1.56m
1098   103.58         0.116341      103       0.00780129              N/A      1.28m
1099   103.11         0.219409      103       0.00780129              N/A      1.26m
1100   102.94        0.0956375      107        0.0077863              N/A      1.17m
1101   101.98         0.171397      103       0.00780129              N/A      1.30m
1102   102.98         0.116404      107        0.0077863              N/A      1.22m
1103   101.58         0.105758      107       0.00777553              N/A      1.34m
1104   104.65         0.127394      107       0.00777553              N/A      1.16m
1105   103.92          0.14865      107       0.00777553              N/A      1.21m
1106   100.89         0.182845      107       0.00777553              N/A      1.23m
1107   101.12         0.485705      103       0.00780129              N/A      1.11m
1108   102.60         0.208402      103       0.00780129              N/A      1.16m
1109   103.12          0.21817      103       0.00780129              N/A      1.13m
1110   102.77         0.187686      103       0.00780129              N/A      1.21m
1111    99.01         0.133998      103       0.00780129              N/A      1.17m
1112   100.72         0.143688      103       0.00780129              N/A      1.11m
1113   101.85         0.102019      103       0.00780129              N/A      1.18m
1114   102.42          0.17757      115        0.0077626              N/A      1.12m
1115   103.73         0.172829      115        0.0077626              N/A      1.18m
1116   100.13         0.142137      115        0.0077626              N/A      1.10m
1117   104.28          0.47951      107       0.00778931              N/A      1.09m
1118   104.04         0.177822      103       0.00780129              N/A      1.13m
1119   103.22         0.213865      103       0.00780129              N/A      1.11m
1120   102.63         0.175854      107        0.0077863              N/A      1.10m
1121   102.08        0.0920626      107        0.0077863              N/A      1.08m
1122   104.72          1.76944      103       0.00780129              N/A      1.05m
1123   103.05          6.30765      107        0.0077863              N/A      1.06m
1124    98.35         0.335637      103       0.00780129              N/A      1.16m
1125   105.15         0.229169      107        0.0077863              N/A     58.54s
1126   103.02         0.141263      103       0.00780129              N/A      1.06m
1127   104.81        0.0880071      107        0.0077626              N/A      1.01m
1128   102.36         0.188753      107        0.0077626              N/A     59.57s
1129   104.62         0.647925      107        0.0077626              N/A      1.05m
1130   105.16        0.0846945      103       0.00780129              N/A      1.01m
1131   100.55         0.205647      107        0.0077863              N/A      1.09m
1132   104.19         0.120994      107        0.0077626              N/A      1.01m
1133   101.25         0.172265      103       0.00780129              N/A      1.03m
1134   102.48         0.489967      107        0.0077626              N/A     58.76s
1135   103.79        0.0986397      107        0.0077626              N/A     57.03s
1136   102.34          0.92539      107        0.0077626              N/A     58.11s
1137   101.04         0.235843      107        0.0077626              N/A     56.93s
1138   103.78         0.195654      107        0.0077626              N/A     57.65s
1139   101.96         0.479087      107        0.0077626              N/A     52.45s
1140    98.34          1.71039      107        0.0077626              N/A     53.71s
1141   105.39         0.797669      107        0.0077626              N/A     50.67s
1142   105.74         0.211074      107        0.0077626              N/A     53.64s
1143   100.78         0.143074      107        0.0077626              N/A     55.11s
1144    99.30        0.0869243      107        0.0077863              N/A     51.38s
1145   103.95         0.104251      107        0.0077863              N/A     58.57s
1146   103.50          5.97723      103       0.00780129              N/A     51.15s
1147   103.78        0.0657866      103       0.00780129              N/A     52.75s
1148   101.77          0.11185      103       0.00780129              N/A     51.10s
1149   103.95         0.439283      103       0.00780129              N/A     49.89s
1150   100.27         0.358625      103       0.00780129              N/A     50.58s
1151   102.24         0.352887      103       0.00780129              N/A     48.73s
1152   100.09         0.135225      103       0.00780129              N/A     49.37s
1153   102.76         0.148958      107        0.0077626              N/A     47.38s
1154   101.76          0.10475      103       0.00780129              N/A     47.83s
1155   105.12        0.0896024      111        0.0077626              N/A     48.75s
1156   102.03         0.305786      103       0.00780129              N/A     52.10s
1157   105.29          17054.1      107        0.0077863              N/A     50.54s
1158   101.95         0.177366      103       0.00780129              N/A     45.03s
1159   101.48         0.351411      103       0.00780129              N/A     48.32s
1160   104.26          0.14998      103       0.00780129              N/A     53.77s
1161   105.91         0.667681      103       0.00780129              N/A     49.02s
1162   103.63          0.19222      103       0.00780129              N/A     45.22s
1163   103.08        0.0687449      107        0.0077626              N/A     45.61s
1164   101.02         0.115103      103       0.00780129              N/A     47.27s
1165   102.86         0.135333      103       0.00780129              N/A     45.16s
1166   100.75         0.141878      105       0.00778451              N/A     43.75s
1167   101.28         0.510355      103       0.00780129              N/A     42.62s
1168   100.52         0.288101      103       0.00780129              N/A     44.88s
1169   103.69         0.102961      119       0.00767359              N/A     43.40s
1170   103.47         0.168548      103       0.00780129              N/A     41.10s
1171   104.12        0.0896864      103       0.00780129              N/A     41.26s
1172   104.47         0.162035      103       0.00780129              N/A     42.52s
1173   103.72         0.116766      103       0.00780129              N/A     45.82s
1174   102.08        0.0689777      107        0.0077863              N/A     37.69s
1175   103.81         0.169061      107        0.0077863              N/A     35.73s
1176   101.29         0.166753      107        0.0077863              N/A     44.09s
1177   104.21         0.191558      111        0.0077626              N/A     36.23s
1178   102.39        0.0931494      111        0.0077626              N/A     36.85s
1179   103.27        0.0915043      111        0.0077626              N/A     37.82s
1180   101.47         0.212266      215        0.0077199              N/A     35.15s
1181   100.31        0.0833045      107        0.0077626              N/A     32.94s
1182    98.13         0.090594      107        0.0077863              N/A     32.48s
1183    99.23         0.148232      107        0.0077626              N/A     31.86s
1184   102.50        0.0746286      107        0.0077863              N/A     32.49s
1185   100.26         0.227078      107        0.0077863              N/A     31.67s
1186   102.89         0.189963      107        0.0077863              N/A     35.50s
1187   105.37         0.201401      107        0.0077863              N/A     30.19s
1188   104.31         0.146055      103       0.00780129              N/A     32.99s
1189   103.39         0.349894      103       0.00780129              N/A     31.77s
1190   101.71         0.167008      103       0.00780129              N/A     28.37s
1191    99.25         0.109995      103       0.00780129              N/A     27.30s
1192   102.73         0.119018      103       0.00780129              N/A     29.11s
1193   100.27        0.0723889      103       0.00780129              N/A     28.07s
1194   103.76         0.104892      103       0.00780129              N/A     27.88s
1195    99.81        0.0946299      103       0.00780129              N/A     27.78s
1196   100.77         0.127622      103       0.00780129              N/A     24.83s
1197    99.10         0.275294      103       0.00780129              N/A     27.84s
1198   100.05         0.103294      107        0.0077863              N/A     24.76s
1199   103.08         0.134372      115        0.0077863              N/A     25.10s
1200   106.37         0.215102      107        0.0077626              N/A     24.54s
1201   104.32         0.109875      107        0.0077626              N/A     24.65s
1202   105.00          1.07256      107        0.0077863              N/A     24.35s
1203   104.16         0.137896      107        0.0077863              N/A     23.32s
1204   105.02         0.165173      107        0.0077863              N/A     25.66s
1205   100.41         0.181224      103       0.00780129              N/A     22.32s
1206   100.15         0.568875      107        0.0077863              N/A     22.40s
1207   100.69         0.178558      107        0.0077863              N/A     23.37s
1208   105.22        0.0747888      107        0.0077863              N/A     22.23s
1209   102.25         0.127247      103       0.00780129              N/A     20.10s
1210   103.56         0.139836      103       0.00780129              N/A     19.67s
1211   102.90        0.0890775      107        0.0077863              N/A     19.87s
1212   104.62        0.0954919      209       0.00775527              N/A     17.97s
1213   102.00         0.083838      103       0.00780129              N/A     18.55s
1214   102.01         0.372815      103       0.00780129              N/A     17.97s
1215   101.39        0.0957544      103       0.00780129              N/A     17.66s
1216   107.59          0.10405      103       0.00780129              N/A     16.86s
1217   105.26        0.0816529      107        0.0077863              N/A     17.70s
1218   102.90         0.178081      215       0.00778211              N/A     16.18s
1219   100.55         0.148429      107        0.0077863              N/A     16.09s
1220   103.27         0.114457      107        0.0077863              N/A     14.73s
1221    99.17         0.113256      103       0.00780129              N/A     15.73s
1222   101.13           10.718      107        0.0077863              N/A     12.85s
1223   102.12         0.096479      107        0.0077863              N/A     12.74s
1224    99.06          0.23679      107        0.0077626              N/A     12.49s
1225   102.77         0.229458      103       0.00780129              N/A     11.77s
1226   103.60          0.11651      103       0.00780129              N/A     12.77s
1227   102.64         0.100576      103       0.00780129              N/A     11.26s
1228   102.46         0.804684      103       0.00780129              N/A     10.58s
1229   102.93         0.262518      103       0.00780129              N/A     10.23s
1230   102.97        0.0980292      103       0.00780129              N/A      9.68s
1231   104.05         0.164382      111        0.0077863              N/A      8.82s
1232   103.29         0.112421      103       0.00780129              N/A      8.25s
1233   104.47         0.244791      103       0.00780129              N/A      8.25s
1234   100.73         0.235467      103       0.00780129              N/A      7.56s
1235   102.48        0.0938491      103       0.00780129              N/A      7.08s
1236   100.24         0.289556      103       0.00780129              N/A      7.06s
1237   102.57        0.0937425      103       0.00780129              N/A      5.88s
1238   102.43         0.199043      107        0.0077863              N/A      6.31s
1239   102.17        0.0778343      107        0.0077863              N/A      5.03s
1240   104.02         0.278822      107        0.0077863              N/A      4.40s
1241    99.79         0.176667      107        0.0077863              N/A      4.05s
1242   104.36        0.0850151      107        0.0077863              N/A      3.32s
1243   103.11         0.141441      103       0.00780129              N/A      3.08s
1244   102.94         0.104692      107        0.0077863              N/A      2.56s
1245   103.36         0.171849      103       0.00780129              N/A      2.12s
1246   103.24         0.095903      107        0.0077863              N/A      1.59s
1247   100.28         0.172035      107        0.0077863              N/A      1.13s
1248   101.43        0.0927884      107        0.0077626              N/A      0.49s
1249   101.31          1.50942      107        0.0077626              N/A      0.00s
    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen   Length          Fitness   Length          Fitness      OOB Fitness  Time Left
1250    99.20         0.235613      107        0.0077863              N/A      2.01m
1251   106.32        0.0954426      107        0.0077863              N/A      2.07m
1252   104.31        0.0737307      107        0.0077863              N/A      2.08m
1253   105.82         0.266344      107        0.0077863              N/A      2.25m
1254   102.46         0.262822      107        0.0077863              N/A      2.05m
1255   104.64          37.5166      111        0.0077863              N/A      1.96m
1256   100.72         0.199062      107        0.0077863              N/A      2.07m
1257   102.07         0.117633      107        0.0077626              N/A      2.06m
1258   104.57          40.9251      107        0.0077626              N/A      2.09m
1259   103.89         0.418827      107        0.0077626              N/A      1.99m
1260   102.85         0.162458      103       0.00780129              N/A      2.12m
1261   100.60         0.147262      103       0.00780129              N/A      2.17m
1262   105.53        0.0867341      103       0.00780129              N/A      1.98m
1263   100.15         0.159164      103       0.00780129              N/A      2.07m
1264   101.59        0.0802774      103       0.00780073              N/A      1.88m
1265   104.32         0.888016      103       0.00780073              N/A      1.80m
1266   103.19        0.0945762      105       0.00780009              N/A      2.00m
1267   104.25         0.208946      103       0.00780073              N/A      1.85m
1268   104.58         0.096106      103       0.00780073              N/A      2.04m
1269   101.89          2.50691      203       0.00776079              N/A      1.95m
1270   100.00         0.103085      103       0.00780073              N/A      2.12m
1271   101.89         0.100662      103       0.00780073              N/A      1.83m
1272   101.68         0.246263      103       0.00780073              N/A      1.91m
1273   102.88         0.354987      103       0.00780073              N/A      1.74m
1274   104.60         0.242333      103       0.00780073              N/A      1.85m
1275   102.64         0.282418      103       0.00780073              N/A      1.96m
1276   103.05         0.103841      103       0.00780073              N/A      2.06m
1277   101.78         0.105627      103       0.00780073              N/A      2.04m
1278   101.57         0.163605      103       0.00780073              N/A      1.81m
1279   102.67         0.417244      103       0.00780073              N/A      1.71m
1280   103.91          0.17484      103       0.00780073              N/A      1.91m
1281   102.49        0.0959131      103       0.00780073              N/A      1.97m
1282   104.73         0.389583      103       0.00780073              N/A      2.07m
1283   102.64         0.358969      111       0.00780073              N/A      1.84m
1284    99.56        0.0742369      111       0.00780073              N/A      1.78m
1285   103.86         0.748116      199       0.00776854              N/A      1.73m
1286   104.39         0.733753      107       0.00775765              N/A      1.69m
1287   105.08         0.183001      107       0.00775765              N/A      1.89m
1288   103.64          1.86267      107       0.00775765              N/A      1.79m
1289   103.93         0.152674      107       0.00775765              N/A      1.80m
1290   105.68         0.168881      107       0.00775765              N/A      1.94m
1291   100.71         0.316065      107       0.00775765              N/A      1.69m
1292   105.23         0.167423      107       0.00775765              N/A      1.63m
1293   101.59        0.0992531      107       0.00775765              N/A      1.82m
1294   101.50         0.220445      107       0.00775765              N/A      1.85m
1295   103.36         0.538337      107       0.00775765              N/A      1.72m
1296   104.82         0.300973      111       0.00780073              N/A      1.84m
1297   103.97          10378.9      107       0.00775765              N/A      1.97m
1298   100.54         0.224952      103       0.00780073              N/A      1.76m
1299   103.60         0.108844      103       0.00780073              N/A      1.69m
1300   100.91        0.0913058      103       0.00780073              N/A      1.63m
1301   101.09         0.243629      103       0.00780073              N/A      1.47m
1302   102.79         0.182056      103       0.00780073              N/A      1.59m
1303   103.92        0.0712257      107       0.00775765              N/A      1.68m
1304   103.91        0.0892689      107       0.00775765              N/A      1.62m
1305   102.64          1.43484      107       0.00775765              N/A      1.60m
1306   101.47         0.162951      107       0.00775765              N/A      1.79m
1307   101.66         0.101697      103       0.00780073              N/A      1.52m
1308   104.31         0.166825      103       0.00780073              N/A      1.51m
1309   101.63          1.22733      103       0.00780073              N/A      1.51m
1310   100.89         0.116131      107       0.00775765              N/A      1.50m
1311   104.25         0.102872      103       0.00780073              N/A      1.54m
1312   102.45         0.116976      103       0.00780073              N/A      1.61m
1313   106.05         0.148548      103       0.00780073              N/A      1.71m
1314   104.70         0.103381      107       0.00777034              N/A      1.47m
1315   102.55         0.115935      107       0.00777034              N/A      1.59m
1316    99.33         0.165492      103       0.00780073              N/A      1.70m
1317    99.79        0.0774918      103       0.00780073              N/A      1.38m
1318   105.49        0.0899934      103       0.00780073              N/A      1.64m
1319   103.48         0.121486      103       0.00780073              N/A      1.72m
1320   103.27        0.0839959      107       0.00775765              N/A      1.63m
1321   100.65         0.237454      107       0.00775765              N/A      1.46m
1322   102.91         0.182608      209       0.00775508              N/A      1.60m
1323   102.62         0.224168      103       0.00780073              N/A      1.62m
1324   102.73        0.0766538      103       0.00780073              N/A      1.45m
1325   101.77        0.0711797      103       0.00780073              N/A      1.49m
1326   101.93        0.0600058      103       0.00780073              N/A      1.75m
1327   102.91         0.260434      103       0.00780073              N/A      1.60m
1328   107.42        0.0827731      103       0.00780073              N/A      1.50m
1329   104.93           0.3964      103       0.00780073              N/A      1.57m
1330   101.30         0.447786      107       0.00775765              N/A      1.53m
