    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.78e+01      8.95528e+11 1.70e+01         0.220146              N/A      4.46s 0
   1 1.39e+01      2.27416e+06 9.00e+00        0.0995696              N/A     21.99s 0
   2 9.53e+00           205343 9.00e+00        0.0995696              N/A     23.98s 0
   3 7.07e+00          83.6532 1.50e+01        0.0762002              N/A     24.25s 0
   4 3.77e+00          160.648 1.50e+01        0.0762002              N/A     23.12s 0
   5 4.27e+00          126.649 1.50e+01        0.0705976              N/A     22.10s 0
   6 8.61e+00      9.62802e+09 1.50e+01        0.0705976              N/A     19.06s 0
   7 1.12e+01          2628.97 2.70e+01        0.0643772              N/A     20.66s 0
   8 1.37e+01          122.686 2.30e+01        0.0533013              N/A     20.67s 0
   9 1.63e+01          29.6089 2.50e+01         0.042987              N/A     19.89s 0
  10 1.92e+01          5.65274 1.90e+01         0.030173              N/A     19.27s 0
  11 2.39e+01          13.5683 1.90e+01         0.030173              N/A     19.16s 0
  12 2.54e+01          2.86563 4.50e+01        0.0298152              N/A     19.18s 0
  13 2.60e+01          35.0305 4.70e+01        0.0287184              N/A     17.61s 0
  14 2.56e+01       1.3089e+06 3.90e+01        0.0285745              N/A     16.54s 0
  15 2.47e+01      1.47184e+07 2.90e+01        0.0282685              N/A     14.94s 0
  16 2.29e+01          2.63263 3.90e+01        0.0285745              N/A     12.89s 0
  17 2.08e+01          44509.7 1.90e+01        0.0290301              N/A     11.39s 0
  18 1.90e+01          69.4636 1.90e+01        0.0290301              N/A      9.05s 0
  19 1.80e+01          43.7278 1.90e+01        0.0290301              N/A      7.78s 0
  20 1.82e+01           18.531 1.90e+01        0.0290301              N/A      6.06s 0
  21 1.82e+01          8.12001 1.90e+01        0.0290301              N/A      4.61s 0
  22 1.93e+01          71328.4 1.90e+01        0.0290301              N/A      3.17s 0
  23 1.88e+01          2.39525 1.90e+01        0.0290301              N/A      1.54s 0
  24 1.91e+01          2.01787 1.90e+01        0.0290301              N/A      0.00s 0
  25 1.86e+01           6.2229 1.90e+01        0.0290301              N/A     36.85s 0
  26 1.78e+01           267891 1.90e+01        0.0290301              N/A     34.89s 0
  27 1.67e+01          40.5666 1.90e+01        0.0290301              N/A     33.40s 0
  28 1.56e+01          2486.25 1.90e+01        0.0290301              N/A     32.30s 0
  29 1.51e+01          71.4646 1.90e+01        0.0290301              N/A     29.78s 0
  30 1.51e+01           1.9995 1.90e+01        0.0290301              N/A     28.64s 0
  31 1.52e+01         0.222483 1.50e+01        0.0290301              N/A     27.81s 0
  32 1.50e+01           39.755 1.50e+01        0.0290142              N/A     25.15s 0
  33 1.50e+01           13.581 1.50e+01        0.0290142              N/A     24.26s 0
  34 1.51e+01          47.6337 1.50e+01        0.0290142              N/A     21.70s 0
  35 1.54e+01          5.54447 1.50e+01        0.0290142              N/A     20.13s 0
  36 1.50e+01          55305.6 2.90e+01        0.0285477              N/A     19.54s 0
  37 1.51e+01          3.35602 1.50e+01        0.0290142              N/A     17.26s 0
  38 1.49e+01           129664 1.50e+01        0.0290142              N/A     16.22s 0
  39 1.48e+01          57.4992 1.50e+01        0.0290142              N/A     14.37s 0
  40 1.55e+01          3.64529 1.50e+01        0.0290142              N/A     13.55s 0
  41 1.51e+01          18.7817 1.50e+01        0.0290142              N/A     11.49s 0
  42 1.49e+01          39.7098 1.50e+01        0.0290142              N/A     10.43s 0
  43 1.52e+01          6471.69 1.50e+01        0.0290142              N/A      8.61s 0
  44 1.55e+01          7.40266 1.50e+01        0.0290142              N/A      7.42s 0
  45 1.54e+01          17.9715 1.50e+01        0.0290142              N/A      5.77s 0
  46 1.49e+01          1.88811 1.50e+01        0.0290142              N/A      4.51s 0
  47 1.52e+01           35.776 1.50e+01        0.0290142              N/A      2.91s 0
  48 1.52e+01          1.96256 1.50e+01        0.0290142              N/A      1.50s 0
  49 1.49e+01         0.373048 1.50e+01        0.0290142              N/A      0.00s 0
  50 1.51e+01          94837.7 1.50e+01        0.0290142              N/A     36.43s 0
  51 1.50e+01          9.27537 1.50e+01        0.0290142              N/A     34.34s 0
