    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.60e+01      1.98766e+13 1.70e+01         0.125305              N/A      4.63s 0
   1 1.31e+01          1322.52 1.50e+01         0.120391              N/A     20.23s 0
   2 6.92e+00          50.8626 1.00e+00        0.0991102              N/A     23.34s 0
   3 8.81e+00          14477.1 5.00e+00        0.0568815              N/A     23.40s 0
   4 1.08e+01          593.312 5.00e+00        0.0568815              N/A     23.35s 0
   5 7.24e+00          30620.1 5.00e+00        0.0568815              N/A     23.54s 0
   6 6.43e+00           46.331 5.00e+00        0.0568815              N/A     20.40s 0
   7 7.33e+00           254070 5.00e+00        0.0568815              N/A     19.20s 0
   8 5.67e+00          202.378 5.00e+00        0.0568815              N/A     18.73s 0
   9 5.16e+00          39.6736 5.00e+00        0.0568815              N/A     17.78s 0
  10 5.27e+00          45.7827 5.00e+00        0.0568815              N/A     15.74s 0
  11 5.34e+00          60.7965 5.00e+00        0.0568815              N/A     14.00s 0
  12 4.99e+00          35.8638 5.00e+00        0.0568815              N/A     13.60s 0
  13 5.16e+00          56.3832 5.00e+00        0.0568815              N/A     12.28s 0
  14 5.11e+00          672.294 5.00e+00        0.0568815              N/A     11.35s 0
  15 5.11e+00          97.5929 5.00e+00        0.0568815              N/A      9.74s 0
  16 5.09e+00          169.051 5.00e+00        0.0568815              N/A      9.16s 0
  17 5.22e+00          5621.97 5.00e+00        0.0568815              N/A      7.93s 0
  18 5.12e+00      2.72639e+06 5.00e+00        0.0568815              N/A      6.99s 0
  19 5.25e+00      1.10221e+06 5.00e+00        0.0568815              N/A      5.81s 0
  20 5.13e+00          182.714 5.00e+00        0.0568815              N/A      4.39s 0
  21 5.27e+00          32.9572 5.00e+00        0.0568815              N/A      3.41s 0
  22 5.13e+00          33.1738 5.00e+00        0.0568815              N/A      2.28s 0
  23 5.23e+00          88.9411 5.00e+00        0.0568815              N/A      1.15s 0
  24 5.04e+00          41.1914 5.00e+00        0.0568815              N/A      0.00s 0
  25 5.13e+00          108.577 5.00e+00        0.0568815              N/A     25.99s 0
  26 5.16e+00           324741 5.00e+00        0.0568815              N/A     26.02s 0
  27 5.14e+00          42.6993 5.00e+00        0.0568815              N/A     25.41s 0
  28 5.27e+00          1108.83 5.00e+00        0.0568815              N/A     25.15s 0
  29 5.07e+00           35.058 5.00e+00        0.0568815              N/A     23.60s 0
  30 5.17e+00          113.887 5.00e+00        0.0568815              N/A     22.21s 0
  31 5.10e+00           40.635 5.00e+00        0.0568815              N/A     19.81s 0
  32 5.21e+00           18.355 5.00e+00        0.0568815              N/A     19.75s 0
  33 5.01e+00          32.0404 5.00e+00        0.0568815              N/A     18.37s 0
  34 5.14e+00          5.83646 5.00e+00        0.0568815              N/A     17.32s 0
  35 5.11e+00          23.2697 5.00e+00        0.0568815              N/A     16.21s 0
  36 5.05e+00          66.7144 5.00e+00        0.0568815              N/A     14.54s 0
  37 5.16e+00          17.9038 5.00e+00        0.0567541              N/A     14.00s 0
  38 5.13e+00          48475.8 5.00e+00        0.0567541              N/A     13.18s 0
  39 5.11e+00      1.83506e+06 5.00e+00        0.0567541              N/A     11.42s 0
  40 5.29e+00          213.283 5.00e+00        0.0567541              N/A     10.49s 0
  41 5.09e+00          6.35899 5.00e+00        0.0567541              N/A      8.75s 0
  42 5.17e+00          111.857 5.00e+00        0.0567541              N/A      8.03s 0
  43 5.13e+00          19.1695 5.00e+00        0.0567541              N/A      6.93s 0
  44 5.28e+00          87.1352 5.00e+00        0.0567541              N/A      5.78s 0
  45 5.17e+00          43.4914 5.00e+00        0.0567541              N/A      4.70s 0
  46 5.15e+00          93.6262 5.00e+00        0.0567541              N/A      3.32s 0
  47 5.17e+00          33.2338 5.00e+00        0.0567541              N/A      2.30s 0
  48 5.23e+00          179.321 5.00e+00        0.0567541              N/A      1.16s 0
  49 5.21e+00          224.313 5.00e+00        0.0567541              N/A      0.00s 0
  50 5.18e+00          22245.8 5.00e+00        0.0567541              N/A     27.62s 0
  51 5.26e+00      1.73042e+10 5.00e+00        0.0567541              N/A     25.25s 0
