    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.72e+01      8.75737e+10 3.00e+00          0.12056              N/A      4.62s 0
   1 1.42e+01      1.20997e+09 1.00e+00         0.103175              N/A     23.42s 0
   2 6.42e+00           765859 1.00e+00        0.0991812              N/A     24.66s 0
   3 6.23e+00            288.2 1.00e+00        0.0991812              N/A     23.15s 0
   4 2.64e+00          82757.3 1.00e+00        0.0991812              N/A     21.14s 0
   5 1.36e+00          5.01786 1.00e+00        0.0991812              N/A     19.52s 0
   6 1.29e+00          2.52989 1.00e+00        0.0991812              N/A     17.12s 0
   7 1.25e+00            42.66 1.00e+00        0.0991812              N/A     17.32s 0
   8 1.26e+00           10.252 1.00e+00        0.0991812              N/A     15.20s 0
   9 1.30e+00          373.107 1.00e+00        0.0991812              N/A     14.15s 0
  10 1.37e+00           138540 1.00e+00        0.0991812              N/A     14.17s 0
  11 1.19e+00          6.86579 1.00e+00        0.0991812              N/A     12.61s 0
  12 1.17e+00          10.0649 1.00e+00        0.0991812              N/A     12.00s 0
  13 1.31e+00          6.23419 1.00e+00        0.0991812              N/A     10.37s 0
  14 1.32e+00          132.846 1.00e+00        0.0991812              N/A     10.23s 0
  15 1.17e+00          7.86908 1.00e+00        0.0991812              N/A      8.40s 0
  16 1.45e+00          27.5818 1.00e+00        0.0991812              N/A      7.32s 0
  17 1.15e+00          5.63898 1.00e+00        0.0991812              N/A      6.90s 0
  18 1.25e+00          89.7921 1.00e+00        0.0991812              N/A      5.65s 0
  19 1.24e+00           8.2776 1.00e+00        0.0991812              N/A      5.00s 0
  20 1.38e+00          10.1108 1.00e+00        0.0991812              N/A      3.69s 0
  21 1.22e+00          6.54516 1.00e+00        0.0991812              N/A      2.82s 0
  22 1.25e+00          6.71663 1.00e+00        0.0991812              N/A      1.93s 0
  23 1.22e+00          6.50509 1.00e+00        0.0991812              N/A      0.91s 0
  24 1.22e+00          8.46122 1.00e+00        0.0991812              N/A      0.00s 0
  25 1.11e+00          8.16635 1.00e+00        0.0991812              N/A     22.28s 0
  26 1.24e+00         0.400972 1.00e+00        0.0991812              N/A     22.62s 0
  27 1.24e+00          25.5278 1.00e+00        0.0991812              N/A     20.35s 0
  28 1.20e+00          7.89991 1.00e+00        0.0991812              N/A     19.62s 0
  29 1.29e+00          3.06386 1.00e+00        0.0991812              N/A     19.72s 0
  30 1.26e+00          2.75667 1.00e+00        0.0991812              N/A     17.58s 0
  31 1.24e+00          69.5651 1.00e+00        0.0991812              N/A     18.09s 0
  32 1.36e+00          17.3523 1.00e+00        0.0991812              N/A     15.86s 0
  33 1.28e+00          11.0797 1.00e+00        0.0991812              N/A     16.06s 0
  34 1.73e+00           176237 1.00e+00        0.0991812              N/A     13.58s 0
  35 1.35e+00          34.7834 1.00e+00        0.0991812              N/A     13.02s 0
  36 1.27e+00           192046 1.00e+00        0.0991812              N/A     12.68s 0
  37 1.36e+00          11.0197 1.00e+00        0.0991812              N/A     11.07s 0
  38 1.19e+00          24441.9 1.00e+00        0.0991812              N/A     10.74s 0
  39 1.18e+00          2.23098 1.00e+00        0.0991812              N/A      9.29s 0
  40 1.17e+00          12.8846 1.00e+00        0.0991812              N/A      8.82s 0
  41 1.32e+00          38.3817 1.00e+00        0.0991812              N/A      7.47s 0
  42 1.38e+00           456774 1.00e+00        0.0991812              N/A      6.51s 0
  43 1.31e+00          4.74814 1.00e+00        0.0991812              N/A      5.94s 0
  44 1.27e+00             4368 1.00e+00        0.0991812              N/A      4.61s 0
  45 1.23e+00          77.3357 1.00e+00        0.0991812              N/A      3.92s 0
  46 1.32e+00          34455.9 1.00e+00        0.0991812              N/A      2.76s 0
  47 1.10e+00           4.9435 1.00e+00        0.0991812              N/A      2.02s 0
  48 1.35e+00       4.0357e+10 1.00e+00        0.0991812              N/A      0.92s 0
  49 1.50e+00          17.4073 1.00e+00        0.0991812              N/A      0.00s 0
  50 1.23e+00          126.252 1.00e+00        0.0991812              N/A     24.00s 0
  51 1.39e+00          42.5493 1.00e+00        0.0991812              N/A     21.50s 0
  52 1.27e+00          5.72121 1.00e+00        0.0991812              N/A     21.97s 0
