    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.87e+01      1.54039e+18 7.00e+00         0.233172              N/A      4.44s 0
   1 1.38e+01      7.08926e+08 2.10e+01         0.165073              N/A     21.49s 0
   2 7.25e+00          29.5936 3.00e+00        0.0993172              N/A     23.20s 0
   3 6.14e+00          69.0327 3.00e+00        0.0993172              N/A     23.44s 0
   4 4.11e+00          48.8684 1.10e+01        0.0992315              N/A     20.84s 0
   5 2.23e+00          64.3952 7.00e+00        0.0993172              N/A     20.33s 0
   6 3.25e+00          11.3936 3.00e+00        0.0993172              N/A     17.46s 0
   7 3.11e+00            42899 3.00e+00        0.0993172              N/A     17.93s 0
   8 3.27e+00          23.2363 3.00e+00        0.0993172              N/A     16.28s 0
   9 3.07e+00          4.54406 3.00e+00        0.0993172              N/A     16.03s 0
  10 3.13e+00          24.1852 3.00e+00        0.0993172              N/A     14.56s 0
  11 3.23e+00          31.8107 3.00e+00        0.0993172              N/A     13.71s 0
  12 3.13e+00          8.24091 3.00e+00        0.0993172              N/A     12.88s 0
  13 3.15e+00          86.8864 3.00e+00        0.0993172              N/A     11.33s 0
  14 3.34e+00          12.1851 3.00e+00        0.0993172              N/A     10.77s 0
  15 3.32e+00          18.8368 3.00e+00        0.0993172              N/A      9.34s 0
  16 3.30e+00          27.4924 3.00e+00        0.0993172              N/A      8.64s 0
  17 3.17e+00          35.6892 3.00e+00        0.0993172              N/A      7.10s 0
  18 3.39e+00           183777 3.00e+00        0.0993172              N/A      6.47s 0
  19 3.27e+00           336103 3.00e+00        0.0993172              N/A      5.02s 0
  20 3.19e+00         0.345691 3.00e+00        0.0993172              N/A      4.39s 0
  21 2.83e+00          32.9205 3.00e+00        0.0993172              N/A      3.18s 0
  22 1.71e+00          15.3509 3.00e+00        0.0993172              N/A      2.00s 0
  23 1.24e+00          4.27249 1.00e+00        0.0993457              N/A      1.02s 0
  24 1.34e+00          25.7797 1.00e+00        0.0993457              N/A      0.00s 0
  25 1.25e+00           502477 1.00e+00        0.0993457              N/A     22.31s 0
  26 1.32e+00          4.01171 1.00e+00        0.0993457              N/A     22.54s 0
  27 1.30e+00           103027 1.00e+00        0.0993457              N/A     20.60s 0
  28 1.18e+00          3.85895 1.00e+00        0.0993457              N/A     20.73s 0
  29 1.35e+00          74.0152 1.00e+00        0.0993457              N/A     18.41s 0
  30 1.41e+00          10.2691 1.00e+00        0.0993457              N/A     18.70s 0
  31 1.30e+00          2.61155 1.00e+00        0.0993457              N/A     16.89s 0
  32 1.29e+00          16.0398 1.00e+00        0.0993457              N/A     16.50s 0
  33 1.34e+00          130.352 1.00e+00        0.0993457              N/A     15.48s 0
  34 1.26e+00          211.709 1.00e+00        0.0993457              N/A     14.69s 0
  35 1.24e+00          15.2148 1.00e+00        0.0993457              N/A     14.56s 0
  36 1.28e+00            37884 1.00e+00        0.0993457              N/A     12.39s 0
  37 1.33e+00          78049.6 1.00e+00        0.0993457              N/A     12.10s 0
  38 1.33e+00          55.3971 1.00e+00        0.0993457              N/A     10.65s 0
  39 1.25e+00          14.8579 1.00e+00        0.0993457              N/A     10.10s 0
  40 1.38e+00          247.462 1.00e+00        0.0993457              N/A      8.47s 0
  41 1.38e+00          1839.84 1.00e+00        0.0993457              N/A      7.82s 0
  42 1.29e+00          52930.4 1.00e+00        0.0993457              N/A      6.99s 0
  43 1.37e+00             23.8 1.00e+00        0.0993457              N/A      5.57s 0
  44 1.45e+00          54.9618 1.00e+00        0.0993457              N/A      5.13s 0
  45 1.34e+00          1.11477 1.00e+00        0.0993457              N/A      3.78s 0
  46 1.32e+00          3.58581 1.00e+00        0.0993457              N/A      2.99s 0
  47 1.27e+00          3.55402 1.00e+00        0.0993457              N/A      1.88s 0
  48 1.19e+00          22.3355 1.00e+00        0.0993457              N/A      0.97s 0
  49 1.39e+00          52421.4 1.00e+00        0.0993457              N/A      0.00s 0
  50 1.18e+00          3.19909 1.00e+00        0.0993457              N/A     23.27s 0
  51 1.35e+00           265170 1.00e+00        0.0993457              N/A     23.31s 0
  52 1.18e+00          26.1191 1.00e+00        0.0993457              N/A     20.18s 0
