    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.65e+01      6.37566e+12 9.00e+00         0.234783              N/A      4.56s 0
   1 1.21e+01           136.86 5.00e+00         0.207581              N/A     21.43s 0
   2 6.52e+00          102.306 1.00e+00          0.11778              N/A     23.48s 0
   3 5.93e+00          1680.77 5.00e+00         0.100014              N/A     22.36s 0
   4 5.83e+00          70.4142 9.00e+00        0.0903134              N/A     22.27s 0
   5 5.23e+00          43.1066 1.30e+01        0.0598577              N/A     23.08s 0
   6 6.01e+00          27.0538 1.30e+01        0.0598577              N/A     20.68s 0
   7 6.61e+00          47.7713 9.00e+00        0.0525672              N/A     20.60s 0
   8 8.46e+00          9.65072 1.50e+01        0.0502389              N/A     19.90s 0
   9 1.19e+01          22.2005 1.50e+01        0.0502389              N/A     20.68s 0
  10 1.32e+01          286.198 1.50e+01        0.0502389              N/A     18.69s 0
  11 1.32e+01          11.1771 1.90e+01        0.0426068              N/A     19.15s 0
  12 1.13e+01          5816.51 2.10e+01         0.041743              N/A     17.22s 0
  13 1.04e+01          24.8594 2.10e+01         0.041743              N/A     15.46s 0
  14 1.02e+01          57.4629 2.10e+01         0.041743              N/A     12.72s 0
  15 1.06e+01          360.302 2.10e+01         0.041743              N/A     11.94s 0
  16 1.23e+01          9.73379 2.10e+01         0.041743              N/A     10.40s 0
  17 1.45e+01          3.10139 2.50e+01        0.0417054              N/A      9.75s 0
  18 1.64e+01          11.5023 2.50e+01        0.0417054              N/A      8.38s 0
  19 1.64e+01          5.16845 2.50e+01        0.0417054              N/A      7.36s 0
  20 1.72e+01          4.54801 2.10e+01         0.041743              N/A      6.01s 0
  21 1.75e+01          3.12368 1.70e+01         0.041743              N/A      4.49s 0
  22 1.69e+01          11.2404 1.70e+01         0.041743              N/A      2.94s 0
  23 1.75e+01       4.0956e+08 1.70e+01         0.041743              N/A      1.49s 0
  24 1.74e+01          2.92756 1.70e+01         0.041743              N/A      0.00s 0
  25 1.76e+01           156227 1.70e+01         0.041743              N/A     35.66s 0
  26 1.76e+01           744741 1.90e+01        0.0417405              N/A     35.28s 0
  27 1.72e+01          63049.3 1.70e+01         0.041743              N/A     34.72s 0
  28 1.70e+01          10.4879 1.70e+01         0.041743              N/A     31.63s 0
  29 1.76e+01          7.98261 1.70e+01         0.041743              N/A     30.70s 0
  30 1.70e+01          4.48841 1.70e+01         0.041743              N/A     29.36s 0
  31 1.71e+01          1.40075 1.70e+01         0.041743              N/A     27.79s 0
  32 1.66e+01          8.06932 1.70e+01         0.041743              N/A     27.04s 0
  33 1.72e+01           346640 1.70e+01         0.041743              N/A     24.79s 0
  34 1.76e+01          44272.7 1.70e+01         0.041743              N/A     22.57s 0
  35 1.74e+01          8.65784 1.70e+01         0.041743              N/A     20.78s 0
  36 1.69e+01           8.7164 1.70e+01         0.041743              N/A     21.25s 0
  37 1.75e+01         0.938648 1.70e+01         0.041743              N/A     18.23s 0
  38 1.73e+01          35.0856 4.30e+01        0.0417333              N/A     17.46s 0
  39 1.71e+01          97522.9 1.70e+01         0.041743              N/A     15.53s 0
  40 1.68e+01          5.34168 1.70e+01         0.041743              N/A     14.78s 0
  41 1.69e+01          4.15536 1.70e+01         0.041743              N/A     12.27s 0
  42 1.73e+01          24.6728 1.70e+01         0.041743              N/A     11.11s 0
  43 1.70e+01          1.19323 1.70e+01         0.041743              N/A      9.72s 0
  44 1.73e+01          2.06643 1.70e+01         0.041743              N/A      7.70s 0
  45 1.71e+01           447767 1.70e+01         0.041743              N/A      6.14s 0
  46 1.69e+01          6.81232 1.70e+01         0.041743              N/A      4.62s 0
  47 1.69e+01          0.62718 1.70e+01         0.041743              N/A      3.04s 0
  48 1.70e+01          16.6618 1.70e+01         0.041743              N/A      1.52s 0
  49 1.69e+01          1.00119 1.70e+01         0.041743              N/A      0.00s 0
  50 1.68e+01          2.24783 1.70e+01         0.041743              N/A     36.70s 0
  51 1.67e+01          10.5431 1.70e+01         0.041743              N/A     35.19s 0
  52 1.67e+01           51.638 1.70e+01         0.041743              N/A     33.80s 0
  53 1.71e+01          1015.89 1.70e+01         0.041743              N/A     31.21s 0
