    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.60e+01      1.98766e+13 1.70e+01         0.125305              N/A      4.45s 0
   1 1.34e+01          1322.52 1.50e+01         0.120391              N/A     20.54s 0
   2 7.07e+00          50.5672 1.00e+00        0.0991102              N/A     23.10s 0
   3 8.86e+00          14477.2 5.00e+00        0.0568815              N/A     23.63s 0
   4 1.10e+01          202.834 5.00e+00        0.0568815              N/A     21.37s 0
   5 7.77e+00          30625.3 5.00e+00        0.0568815              N/A     22.67s 0
   6 6.83e+00          45.9311 5.00e+00        0.0568815              N/A     21.51s 0
   7 7.67e+00           254070 2.10e+01        0.0515939              N/A     18.22s 0
   8 6.08e+00          215.354 2.10e+01        0.0515666              N/A     18.63s 0
   9 6.10e+00          35.0133 2.10e+01        0.0515666              N/A     17.28s 0
  10 8.03e+00          33.0991 1.50e+01        0.0495142              N/A     16.43s 0
  11 1.22e+01          42.4697 1.50e+01        0.0495142              N/A     15.10s 0
  12 1.44e+01          72.4311 2.90e+01        0.0494015              N/A     15.58s 0
  13 1.81e+01          7.73173 2.70e+01        0.0445759              N/A     15.14s 0
  14 1.85e+01          191.523 1.50e+01        0.0435243              N/A     15.64s 0
  15 1.83e+01          87.4295 3.50e+01        0.0432539              N/A     13.60s 0
  16 2.06e+01          20.4015 2.30e+01        0.0427364              N/A     12.30s 0
  17 2.26e+01          15.4828 4.10e+01        0.0416278              N/A     11.01s 0
  18 2.18e+01          16.8929 4.10e+01        0.0416278              N/A      9.99s 0
  19 2.07e+01          18.1226 5.70e+01        0.0412214              N/A      8.01s 0
  20 1.92e+01          8.72984 6.50e+01        0.0412359              N/A      6.48s 0
  21 1.85e+01          17.2122 2.90e+01         0.041296              N/A      5.03s 0
  22 1.78e+01          8.36499 2.90e+01        0.0412794              N/A      3.09s 0
  23 1.91e+01          17.1356 4.70e+01        0.0409994              N/A      1.53s 0
  24 2.11e+01          8.88202 1.90e+01        0.0410071              N/A      0.00s 0
  25 2.17e+01          93.3085 1.90e+01        0.0410071              N/A     38.33s 0
  26 2.26e+01          2.19164 2.50e+01        0.0407268              N/A     38.96s 0
  27 2.20e+01           40.103 2.50e+01        0.0407268              N/A     37.11s 0
  28 2.24e+01          19.0467 3.50e+01        0.0406547              N/A     36.10s 0
  29 2.11e+01          6.75699 2.70e+01        0.0406161              N/A     33.22s 0
  30 2.08e+01          21.6006 2.90e+01        0.0406077              N/A     31.14s 0
  31 1.98e+01          1.83706 3.30e+01         0.040434              N/A     30.77s 0
  32 1.99e+01          181.458 3.30e+01        0.0406118              N/A     27.33s 0
  33 1.92e+01          10.9282 3.30e+01        0.0406118              N/A     26.30s 0
  34 1.97e+01          2.34675 3.30e+01        0.0406118              N/A     23.96s 0
  35 1.93e+01          9.36769 1.70e+01         0.039999              N/A     22.02s 0
  36 1.91e+01          21.7561 1.90e+01        0.0398939              N/A     21.21s 0
  37 1.92e+01          29.3931 2.10e+01        0.0386046              N/A     18.58s 0
  38 1.89e+01          8.36437 2.10e+01        0.0386046              N/A     17.29s 0
  39 1.89e+01      1.83503e+06 2.10e+01        0.0386046              N/A     16.83s 0
  40 2.00e+01          137.563 2.10e+01        0.0386046              N/A     14.11s 0
  41 1.90e+01           5.3109 2.10e+01        0.0386046              N/A     13.06s 0
  42 2.00e+01          53.5996 2.10e+01        0.0386046              N/A     11.52s 0
  43 2.05e+01          2.99545 2.30e+01         0.038535              N/A     10.02s 0
  44 2.18e+01          38.7326 2.30e+01         0.038535              N/A      7.87s 0
  45 2.16e+01          3.12034 2.30e+01         0.038535              N/A      6.76s 0
  46 2.16e+01          32.5148 2.30e+01         0.038535              N/A      5.24s 0
  47 2.15e+01          23.8124 2.90e+01        0.0384148              N/A      3.44s 0
  48 2.16e+01          10.0981 2.10e+01        0.0385628              N/A      1.73s 0
  49 2.12e+01          14.8865 2.10e+01        0.0385628              N/A      0.00s 0
  50 2.14e+01          3.35228 2.10e+01        0.0385628              N/A     41.53s 0
  51 2.20e+01          1.85112 2.10e+01        0.0385628              N/A     38.78s 0
  52 2.13e+01          47.7386 2.10e+01        0.0385628              N/A     37.46s 0
