    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.66e+01      1.96023e+10 9.00e+00         0.111276              N/A      4.46s 0
   1 1.22e+01           642332 1.50e+01        0.0934194              N/A     22.69s 0
   2 8.55e+00          326.048 3.50e+01        0.0793798              N/A     24.27s 0
   3 1.11e+01          5.58121 3.50e+01        0.0793798              N/A     24.18s 0
   4 1.42e+01          67920.3 3.10e+01        0.0682223              N/A     23.41s 0
   5 1.57e+01          19.1253 5.90e+01        0.0654852              N/A     23.81s 0
   6 2.45e+01          4.32486 5.90e+01        0.0654852              N/A     23.51s 0
   7 3.46e+01          25.6294 5.10e+01        0.0477078              N/A     25.39s 0
   8 4.27e+01            16.17 5.70e+01        0.0464439              N/A     27.82s 0
   9 4.65e+01          10.7451 3.50e+01        0.0410887              N/A     28.14s 0
  10 5.55e+01          10.1987 6.30e+01         0.039619              N/A     28.59s 0
  11 6.31e+01          8.44479 6.30e+01         0.039619              N/A     29.22s 0
  12 5.53e+01          359.147 5.90e+01        0.0370571              N/A     29.18s 0
  13 5.41e+01          88734.7 5.30e+01        0.0327119              N/A     25.48s 0
  14 5.34e+01          14.3093 5.30e+01        0.0327119              N/A     22.54s 0
  15 5.16e+01          3.05392 6.10e+01        0.0277927              N/A     21.48s 0
  16 5.24e+01          4.53641 7.30e+01        0.0267444              N/A     18.18s 0
  17 5.60e+01          20.7358 4.50e+01        0.0259824              N/A     14.90s 0
  18 5.77e+01          35.4359 5.10e+01        0.0240164              N/A     14.33s 0
  19 5.63e+01          20.1431 5.10e+01        0.0240164              N/A     11.02s 0
  20 5.52e+01          36.9306 4.90e+01        0.0226684              N/A      8.65s 0
  21 5.20e+01          4.59691 4.90e+01        0.0226684              N/A      6.75s 0
  22 5.07e+01          7.03382 4.50e+01        0.0222538              N/A      4.31s 0
  23 4.98e+01          5.83442 5.10e+01        0.0218289              N/A      2.10s 0
  24 5.04e+01          6.33418 5.90e+01        0.0214416              N/A      0.00s 0
  25 5.02e+01          6110.89 7.50e+01        0.0205777              N/A     52.11s 0
  26 4.99e+01          8.58344 5.70e+01        0.0195477              N/A     50.47s 0
  27 4.99e+01          3.26154 5.70e+01        0.0195477              N/A     49.55s 0
  28 5.11e+01          15.0343 5.70e+01        0.0195477              N/A     47.46s 0
  29 5.11e+01          27012.9 5.90e+01        0.0195291              N/A     44.99s 0
  30 5.25e+01          116.875 6.90e+01        0.0185219              N/A     43.43s 0
  31 5.38e+01          10.2057 7.30e+01        0.0185493              N/A     40.52s 0
  32 5.43e+01          1.84157 5.90e+01        0.0178696              N/A     38.52s 0
  33 5.52e+01          16.3568 5.90e+01        0.0178696              N/A     36.78s 0
  34 5.70e+01          9.89091 5.90e+01        0.0178696              N/A     35.10s 0
  35 5.64e+01           319447 5.90e+01        0.0178696              N/A     32.82s 0
  36 5.97e+01          3.29575 5.90e+01        0.0178696              N/A     32.45s 0
  37 5.86e+01          28645.3 6.30e+01        0.0178696              N/A     30.12s 0
  38 5.86e+01          8.69861 7.10e+01          0.01751              N/A     26.97s 0
  39 6.00e+01         0.907734 6.30e+01        0.0175057              N/A     25.07s 0
  40 5.89e+01          6.87294 6.30e+01        0.0175057              N/A     22.34s 0
  41 5.81e+01          28592.6 5.90e+01        0.0178696              N/A     19.51s 0
  42 5.81e+01          38.7956 7.30e+01        0.0171285              N/A     17.87s 0
  43 5.79e+01           39.186 6.90e+01        0.0171285              N/A     14.63s 0
  44 5.77e+01          38.4557 7.70e+01        0.0172721              N/A     12.42s 0
  45 5.59e+01          3.39577 6.90e+01        0.0171285              N/A     10.27s 0
  46 5.59e+01          30162.2 5.90e+01        0.0175057              N/A      7.25s 0
  47 5.65e+01           123197 6.90e+01        0.0171285              N/A      4.88s 0
  48 5.66e+01          8603.71 6.90e+01        0.0171285              N/A      2.51s 0
  49 5.71e+01          4.10003 6.30e+01        0.0170236              N/A      0.00s 0
  50 5.68e+01          10.6447 7.30e+01        0.0169746              N/A      1.03m 0
  51 5.71e+01          10.5583 6.90e+01        0.0171285              N/A     57.63s 0
  52 5.61e+01          1.47308 7.70e+01        0.0168308              N/A     57.35s 0
