    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.44e+01      3.81336e+10 9.00e+00         0.246949              N/A      4.23s 0
   1 1.26e+01      1.13968e+10 7.00e+00         0.231478              N/A     20.94s 0
   2 7.07e+00          139.363 3.00e+00        0.0993754              N/A     25.16s 0
   3 6.67e+00          69.4762 3.00e+00        0.0993754              N/A     23.48s 0
   4 6.93e+00          156.444 1.70e+01         0.060582              N/A     22.02s 0
   5 4.68e+00          70.9271 1.90e+01        0.0595443              N/A     21.40s 0
   6 4.53e+00          1.70141 1.90e+01        0.0595443              N/A     19.15s 0
   7 6.58e+00          20.8453 1.10e+01        0.0568355              N/A     17.95s 0
   8 1.10e+01           149536 1.10e+01        0.0568355              N/A     16.83s 0
   9 1.28e+01          64.4364 1.30e+01        0.0533821              N/A     17.48s 0
  10 1.23e+01          77.3668 1.70e+01        0.0522154              N/A     17.33s 0
  11 1.29e+01          13.2423 1.70e+01        0.0522154              N/A     16.64s 0
  12 1.24e+01          24.9655 1.70e+01        0.0522154              N/A     15.71s 0
  13 1.32e+01          21.2267 1.70e+01        0.0522154              N/A     14.02s 0
  14 1.25e+01          8.43303 1.70e+01        0.0521591              N/A     12.66s 0
  15 1.26e+01          22.9784 1.70e+01        0.0520412              N/A     11.84s 0
  16 1.27e+01          19.0419 1.50e+01        0.0523176              N/A     10.84s 0
  17 1.22e+01          9.45039 1.50e+01        0.0523176              N/A      9.17s 0
  18 1.12e+01          14.6202 1.50e+01        0.0523176              N/A      8.20s 0
  19 1.10e+01           240087 2.30e+01        0.0514007              N/A      6.45s 0
  20 9.93e+00          10.8888 9.00e+00        0.0528345              N/A      5.06s 0
  21 9.25e+00          139.692 9.00e+00        0.0528345              N/A      3.87s 0
  22 8.88e+00          37.1361 9.00e+00        0.0528345              N/A      2.43s 0
  23 9.34e+00          119.516 9.00e+00        0.0528345              N/A      1.22s 0
  24 9.24e+00          45.4256 9.00e+00        0.0528345              N/A      0.00s 0
  25 8.85e+00          7.35726 9.00e+00        0.0528345              N/A     31.10s 0
  26 9.25e+00          41.3011 9.00e+00        0.0528345              N/A     28.83s 0
  27 9.17e+00          1.76008 9.00e+00        0.0528345              N/A     27.79s 0
  28 9.17e+00          174.509 9.00e+00        0.0528345              N/A     26.47s 0
  29 8.90e+00          57.5955 9.00e+00        0.0528345              N/A     25.59s 0
  30 9.09e+00          16.1834 9.00e+00        0.0528345              N/A     23.95s 0
  31 9.14e+00          40.1318 9.00e+00        0.0528345              N/A     23.83s 0
  32 9.41e+00          737.702 9.00e+00        0.0528345              N/A     22.37s 0
  33 8.80e+00           453347 9.00e+00        0.0528345              N/A     20.99s 0
  34 8.94e+00      1.17163e+11 9.00e+00        0.0528345              N/A     19.44s 0
  35 9.17e+00           21.499 9.00e+00        0.0528345              N/A     17.58s 0
  36 9.21e+00          81.1054 9.00e+00        0.0528345              N/A     16.47s 0
  37 8.96e+00          16.5866 9.00e+00        0.0528345              N/A     14.91s 0
  38 8.90e+00          25.7609 9.00e+00        0.0528345              N/A     13.91s 0
  39 8.87e+00          8.06912 9.00e+00        0.0528345              N/A     12.38s 0
  40 9.01e+00          402.159 9.00e+00        0.0528345              N/A     12.47s 0
  41 9.22e+00          68433.9 9.00e+00        0.0528345              N/A     10.23s 0
  42 9.05e+00          14.4394 9.00e+00        0.0528345              N/A      8.78s 0
  43 9.02e+00          181.601 9.00e+00        0.0528345              N/A      7.80s 0
  44 9.07e+00          15.3931 9.00e+00        0.0528345              N/A      6.39s 0
  45 9.16e+00          11.6309 9.00e+00        0.0528345              N/A      5.02s 0
  46 9.19e+00          30.8502 9.00e+00        0.0528345              N/A      3.80s 0
  47 9.16e+00          46.1039 9.00e+00        0.0528345              N/A      2.55s 0
  48 9.04e+00          112.008 9.00e+00        0.0528345              N/A      1.25s 0
  49 9.11e+00          24.3101 9.00e+00        0.0528345              N/A      0.00s 0
  50 8.88e+00          5.00813 9.00e+00        0.0528345              N/A     32.48s 0
  51 8.87e+00          43.8727 9.00e+00        0.0528345              N/A     29.91s 0
  52 9.12e+00           189397 9.00e+00        0.0528345              N/A     28.88s 0
