    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.77e+01      3.55649e+11 9.00e+00         0.216319              N/A      4.82s 0
   1 1.22e+01           149738 1.00e+00         0.168346              N/A     21.21s 0
   2 7.49e+00          76856.4 1.00e+00         0.107402              N/A     24.13s 0
   3 6.46e+00          49.3271 3.00e+00         0.106794              N/A     22.30s 0
   4 5.36e+00          559.811 1.10e+01        0.0906692              N/A     22.78s 0
   5 3.57e+00          184.026 1.10e+01        0.0901316              N/A     20.91s 0
   6 2.82e+00          197.544 1.10e+01        0.0901316              N/A     18.20s 0
   7 4.55e+00          11.1732 1.50e+01        0.0801675              N/A     18.85s 0
   8 7.46e+00          14.6216 1.50e+01        0.0793048              N/A     17.06s 0
   9 1.01e+01           68.031 1.50e+01        0.0793048              N/A     18.19s 0
  10 1.15e+01          49.9167 1.50e+01        0.0732066              N/A     17.88s 0
  11 1.30e+01          16.9953 1.70e+01        0.0670897              N/A     17.26s 0
  12 1.43e+01          58.4942 1.70e+01        0.0659532              N/A     16.38s 0
  13 1.51e+01          35.1692 1.70e+01        0.0659532              N/A     15.57s 0
  14 1.53e+01          20.2027 2.10e+01        0.0614659              N/A     14.97s 0
  15 1.58e+01          17.0574 1.70e+01          0.05378              N/A     12.87s 0
  16 1.68e+01           230778 1.70e+01          0.05378              N/A     11.57s 0
  17 1.78e+01          47.5265 2.10e+01        0.0517031              N/A     10.78s 0
  18 1.90e+01          92.8452 2.10e+01        0.0517031              N/A      9.73s 0
  19 2.09e+01          26.0299 3.30e+01        0.0421256              N/A      7.78s 0
  20 2.15e+01          159.676 3.30e+01        0.0421256              N/A      6.60s 0
  21 2.33e+01          38.3251 3.30e+01        0.0421256              N/A      5.04s 0
  22 2.45e+01          34896.9 3.10e+01         0.041677              N/A      3.35s 0
  23 2.60e+01          337.846 4.10e+01        0.0414753              N/A      1.68s 0
  24 2.98e+01          7.96049 4.10e+01        0.0404358              N/A      0.00s 0
  25 3.17e+01          912.321 3.10e+01        0.0400424              N/A     43.78s 0
  26 3.23e+01          94.8314 4.50e+01        0.0385972              N/A     44.37s 0
  27 3.12e+01          261.553 6.70e+01        0.0387009              N/A     43.26s 0
  28 3.04e+01          460.092 3.10e+01        0.0400424              N/A     42.29s 0
  29 3.01e+01          273.758 3.50e+01        0.0395974              N/A     38.43s 0
  30 2.77e+01          12929.1 3.10e+01        0.0400424              N/A     36.13s 0
  31 2.77e+01          155.261 3.30e+01        0.0398943              N/A     33.41s 0
  32 2.67e+01           221.98 4.50e+01         0.039786              N/A     30.73s 0
  33 2.58e+01          478.828 4.30e+01        0.0337847              N/A     28.38s 0
  34 2.52e+01          107.375 4.30e+01        0.0337847              N/A     26.16s 0
  35 2.52e+01          80967.4 4.50e+01        0.0329204              N/A     23.61s 0
  36 2.61e+01           434.13 5.70e+01        0.0322748              N/A     22.65s 0
  37 2.87e+01           112188 5.70e+01         0.032257              N/A     20.79s 0
  38 3.20e+01          80682.7 4.70e+01        0.0318963              N/A     21.21s 0
  39 3.43e+01          94058.1 4.70e+01        0.0318963              N/A     18.99s 0
  40 3.71e+01          31568.8 4.30e+01        0.0300065              N/A     17.44s 0
  41 3.87e+01      1.01338e+06 4.70e+01        0.0289723              N/A     15.87s 0
  42 4.00e+01          77.4258 4.30e+01        0.0300065              N/A     15.13s 0
  43 4.10e+01          467.196 4.30e+01        0.0300065              N/A     12.87s 0
  44 3.93e+01          71693.3 4.30e+01        0.0300065              N/A     10.79s 0
  45 3.97e+01           143230 4.70e+01        0.0300065              N/A      8.90s 0
  46 4.04e+01          82175.1 7.90e+01        0.0300065              N/A      6.43s 0
  47 3.64e+01          31520.2 4.70e+01        0.0300027              N/A      4.20s 0
  48 3.58e+01          71525.5 4.10e+01        0.0296557              N/A      2.08s 0
  49 3.68e+01           178582 4.10e+01        0.0296557              N/A      0.00s 0
  50 3.49e+01          18837.6 3.30e+01        0.0296557              N/A     49.79s 0
  51 3.49e+01           231113 4.10e+01        0.0296446              N/A     46.83s 0
  52 3.54e+01           129572 3.30e+01        0.0296557              N/A     44.22s 0
