    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.58e+01      2.57961e+11 1.50e+01        0.0991638              N/A      4.96s 0
   1 1.37e+01           136401 1.50e+01        0.0991638              N/A     22.92s 0
   2 8.90e+00          39224.2 1.50e+01        0.0991638              N/A     25.47s 0
   3 9.88e+00           253955 1.10e+01        0.0991638              N/A     23.17s 0
   4 9.81e+00          78.7401 1.10e+01        0.0991638              N/A     23.05s 0
   5 8.55e+00          14861.2 1.10e+01        0.0991638              N/A     22.93s 0
   6 1.13e+01          52.5911 1.10e+01        0.0991638              N/A     20.92s 0
   7 1.20e+01          96.0222 1.10e+01        0.0991638              N/A     19.73s 0
   8 1.13e+01          140.704 1.10e+01        0.0991638              N/A     19.52s 0
   9 1.13e+01           51.125 1.10e+01        0.0991638              N/A     18.63s 0
  10 1.13e+01          460.282 1.10e+01        0.0991638              N/A     18.85s 0
  11 1.09e+01          54.6495 1.10e+01        0.0991638              N/A     17.06s 0
  12 1.11e+01          25.1877 1.10e+01        0.0991638              N/A     15.31s 0
  13 1.12e+01           281043 1.10e+01        0.0991638              N/A     14.38s 0
  14 1.11e+01          128.397 1.10e+01        0.0991638              N/A     13.29s 0
  15 1.08e+01           1660.3 1.10e+01        0.0991638              N/A     12.47s 0
  16 1.09e+01          44.4813 1.10e+01        0.0991638              N/A     10.56s 0
  17 1.12e+01          387.029 1.90e+01        0.0991638              N/A      9.12s 0
  18 1.09e+01           258841 1.10e+01        0.0991638              N/A      8.74s 0
  19 1.10e+01          168.402 1.50e+01        0.0991638              N/A      6.72s 0
  20 1.14e+01           254894 1.10e+01        0.0991638              N/A      5.26s 0
  21 1.11e+01           34.824 1.10e+01        0.0991638              N/A      3.94s 0
  22 1.10e+01          213.826 1.10e+01        0.0991638              N/A      2.63s 0
  23 1.08e+01          1671.31 1.10e+01        0.0991638              N/A      1.42s 0
  24 1.08e+01          27.0535 1.10e+01        0.0991638              N/A      0.00s 0
  25 1.11e+01          246.641 1.10e+01        0.0991638              N/A     33.18s 0
  26 1.08e+01          28214.8 1.90e+01        0.0991638              N/A     30.56s 0
  27 1.09e+01           186.05 1.90e+01        0.0991638              N/A     28.79s 0
  28 1.11e+01          7457.89 1.10e+01        0.0991638              N/A     27.55s 0
  29 1.10e+01          1920.25 1.10e+01        0.0991638              N/A     27.06s 0
  30 1.08e+01          141.247 1.90e+01        0.0991638              N/A     24.25s 0
  31 1.07e+01          34.3262 1.10e+01        0.0991638              N/A     23.28s 0
  32 1.09e+01          54517.3 1.10e+01        0.0991638              N/A     23.40s 0
  33 1.08e+01          214.336 1.10e+01        0.0991638              N/A     20.99s 0
  34 1.09e+01          28226.4 1.10e+01        0.0991638              N/A     20.26s 0
  35 1.12e+01          40862.4 1.10e+01        0.0991638              N/A     18.44s 0
  36 1.09e+01          55.3173 1.10e+01        0.0991638              N/A     17.11s 0
  37 1.11e+01           198322 1.10e+01        0.0991638              N/A     15.98s 0
  38 1.13e+01          80.0215 1.10e+01        0.0991638              N/A     15.09s 0
  39 1.08e+01            59056 1.90e+01        0.0991638              N/A     14.11s 0
  40 1.11e+01          14965.1 1.10e+01        0.0991638              N/A     12.26s 0
  41 1.10e+01          14897.2 1.90e+01        0.0991638              N/A     10.47s 0
  42 1.13e+01            447.2 1.90e+01        0.0991638              N/A      9.31s 0
  43 1.10e+01          128.007 1.90e+01        0.0991638              N/A      8.01s 0
  44 1.09e+01          327.831 1.10e+01        0.0991638              N/A      6.67s 0
  45 1.09e+01           283187 1.10e+01        0.0991638              N/A      5.49s 0
  46 1.13e+01          145.117 1.10e+01        0.0991638              N/A      3.89s 0
  47 1.12e+01          64.3743 1.10e+01        0.0991638              N/A      2.64s 0
  48 1.06e+01          27.2208 1.90e+01        0.0991638              N/A      1.42s 0
  49 1.11e+01          136.918 1.10e+01        0.0991638              N/A      0.00s 0
  50 1.11e+01           578243 1.10e+01        0.0991638              N/A     31.88s 0
  51 1.08e+01          18.7168 1.10e+01        0.0991638              N/A     30.55s 0
  52 1.09e+01          703.513 1.10e+01        0.0991638              N/A     30.22s 0
