    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.78e+01      8.95528e+11 1.70e+01         0.220146              N/A      5.09s 0
   1 1.51e+01      2.27417e+06 9.00e+00        0.0995696              N/A     24.52s 0
   2 1.12e+01           205357 9.00e+00        0.0995696              N/A     23.18s 0
   3 8.54e+00           96.258 1.50e+01        0.0762002              N/A     24.71s 0
   4 4.75e+00          160.818 1.50e+01        0.0762002              N/A     21.54s 0
   5 4.40e+00          111.279 1.50e+01        0.0762002              N/A     21.41s 0
   6 8.51e+00      9.62802e+09 2.70e+01        0.0638496              N/A     18.50s 0
   7 1.10e+01          2551.51 1.50e+01        0.0501713              N/A     20.96s 0
   8 1.43e+01          16.2903 1.50e+01        0.0501713              N/A     18.56s 0
   9 1.73e+01          66.4171 1.30e+01        0.0456051              N/A     19.11s 0
  10 1.94e+01          16.0081 3.70e+01        0.0399401              N/A     20.38s 0
  11 2.09e+01            25.42 3.70e+01        0.0334381              N/A     19.09s 0
  12 2.11e+01          2.78961 3.70e+01        0.0334381              N/A     18.82s 0
  13 2.17e+01          20.5957 6.30e+01        0.0281271              N/A     17.15s 0
  14 2.35e+01       1.3091e+06 6.30e+01        0.0255817              N/A     16.25s 0
  15 2.98e+01      2.13855e+07 7.30e+01        0.0250259              N/A     14.68s 0
  16 4.06e+01          1.86027 4.70e+01        0.0243003              N/A     14.83s 0
  17 5.41e+01          12100.4 6.30e+01        0.0220134              N/A     13.98s 0
  18 5.92e+01          15.6804 3.70e+01         0.021964              N/A     14.20s 0
  19 5.85e+01          24.2367 6.10e+01         0.021128              N/A     13.35s 0
  20 5.50e+01          12.5162 6.10e+01         0.021128              N/A     10.74s 0
  21 5.47e+01            1.233 4.50e+01        0.0200464              N/A      7.74s 0
  22 5.34e+01           133251 5.90e+01        0.0195582              N/A      4.91s 0
  23 5.10e+01          5.05155 5.90e+01        0.0195582              N/A      2.53s 0
  24 5.20e+01          1.56865 5.70e+01        0.0180305              N/A      0.00s 0
  25 4.97e+01          11.9823 4.50e+01          0.01651              N/A     59.84s 0
  26 4.70e+01       2.2745e+06 4.50e+01          0.01651              N/A     55.96s 0
  27 4.55e+01           3.9668 4.50e+01          0.01651              N/A     52.85s 0
  28 4.54e+01           108008 4.50e+01          0.01651              N/A     48.40s 0
  29 4.60e+01          45.4266 4.50e+01          0.01651              N/A     46.63s 0
  30 4.60e+01      1.16983e+07 4.50e+01          0.01651              N/A     44.30s 0
  31 4.62e+01          19552.8 4.50e+01          0.01651              N/A     44.07s 0
  32 4.69e+01          8.48683 4.50e+01        0.0162759              N/A     41.30s 0
  33 4.71e+01          30.5887 4.50e+01        0.0162759              N/A     37.55s 0
  34 4.87e+01          17.9724 4.50e+01        0.0162759              N/A     36.27s 0
  35 4.76e+01           221596 6.50e+01         0.016114              N/A     34.10s 0
  36 4.71e+01          53377.8 7.30e+01         0.015395              N/A     32.22s 0
  37 4.77e+01          35.8518 7.10e+01        0.0150778              N/A     28.97s 0
  38 4.61e+01          2776.71 7.30e+01        0.0155914              N/A     27.89s 0
  39 4.59e+01           366629 4.50e+01        0.0147732              N/A     24.28s 0
  40 4.73e+01          40741.3 8.90e+01        0.0137775              N/A     21.56s 0
  41 4.57e+01          24127.6 8.90e+01        0.0137775              N/A     19.72s 0
  42 4.68e+01          87989.2 4.50e+01        0.0147732              N/A     17.00s 0
  43 4.52e+01           217251 4.50e+01        0.0147732              N/A     15.06s 0
  44 4.62e+01           53.927 4.50e+01        0.0144702              N/A     11.89s 0
  45 4.70e+01          51.5558 4.30e+01         0.014069              N/A      9.46s 0
  46 4.52e+01            75557 4.30e+01         0.014069              N/A      7.02s 0
  47 4.60e+01          61182.7 4.30e+01         0.014069              N/A      4.71s 0
  48 4.51e+01           628565 4.30e+01         0.014069              N/A      2.38s 0
  49 4.37e+01          43.4783 1.23e+02        0.0135892              N/A      0.00s 0
  50 4.41e+01          49579.2 4.30e+01         0.014069              N/A     54.69s 0
  51 4.44e+01          5031.77 4.30e+01         0.014069              N/A     56.87s 0
  52 4.32e+01            18.82 4.30e+01         0.014069              N/A     50.85s 0
