    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.67e+01      5.69821e+14 7.00e+00         0.151183              N/A      4.64s 0
   1 1.27e+01          871.006 1.00e+00        0.0991075              N/A     22.96s 0
   2 7.89e+00          97126.6 1.00e+00        0.0991075              N/A     22.49s 0
   3 4.89e+00          6.66636 1.10e+01        0.0956476              N/A     22.86s 0
   4 2.20e+00          14.1992 1.10e+01        0.0956476              N/A     20.48s 0
   5 1.29e+00          6.54341 1.00e+00        0.0991075              N/A     18.33s 0
   6 1.24e+00          6.80395 1.00e+00        0.0991075              N/A     18.34s 0
   7 1.27e+00          5.15757 1.00e+00        0.0991075              N/A     16.58s 0
   8 1.35e+00           91.122 1.00e+00        0.0991075              N/A     15.85s 0
   9 1.44e+00          72.9761 1.00e+00        0.0991075              N/A     14.61s 0
  10 1.16e+00          3.97967 1.00e+00        0.0991075              N/A     13.69s 0
  11 1.24e+00          20.9956 1.00e+00        0.0991075              N/A     12.58s 0
  12 1.24e+00          9.79046 1.00e+00        0.0991075              N/A     11.02s 0
  13 1.30e+00           114937 1.00e+00        0.0991075              N/A     10.47s 0
  14 1.26e+00          111.172 1.00e+00        0.0991075              N/A      9.85s 0
  15 1.34e+00          15.8045 1.00e+00        0.0991075              N/A      8.85s 0
  16 1.36e+00          24477.6 1.00e+00        0.0991075              N/A      7.58s 0
  17 1.33e+00          205.664 1.00e+00        0.0991075              N/A      6.55s 0
  18 1.31e+00          6.86373 1.00e+00        0.0991075              N/A      5.63s 0
  19 1.34e+00          66.3012 1.00e+00        0.0991075              N/A      4.78s 0
  20 1.45e+00          11.7348 1.00e+00        0.0991075              N/A      3.59s 0
  21 1.18e+00          6.02136 1.00e+00        0.0991075              N/A      2.79s 0
  22 1.19e+00          14.5141 1.00e+00        0.0991075              N/A      1.84s 0
  23 1.22e+00          3.91573 1.00e+00        0.0991075              N/A      0.97s 0
  24 1.18e+00          6.56827 1.00e+00        0.0991075              N/A      0.00s 0
  25 1.38e+00          22036.9 1.00e+00        0.0991075              N/A     23.08s 0
  26 1.26e+00           375542 1.00e+00        0.0991075              N/A     22.06s 0
  27 1.26e+00          7.14779 1.00e+00        0.0991075              N/A     21.32s 0
  28 1.19e+00          5.20888 1.00e+00        0.0991075              N/A     21.57s 0
  29 1.20e+00          60.1905 1.00e+00        0.0991075              N/A     19.28s 0
  30 1.26e+00          7.85817 1.00e+00        0.0991075              N/A     18.41s 0
  31 1.28e+00          9.29235 1.00e+00        0.0991075              N/A     16.77s 0
  32 1.19e+00          3.99565 1.00e+00        0.0991075              N/A     16.64s 0
  33 1.26e+00          8.66855 1.00e+00        0.0991075              N/A     15.87s 0
  34 1.29e+00          39.0307 1.00e+00        0.0991075              N/A     14.37s 0
  35 1.28e+00          158.163 1.00e+00        0.0991075              N/A     13.13s 0
  36 1.27e+00          1.15368 1.00e+00        0.0991075              N/A     12.82s 0
  37 1.19e+00          6.51636 1.00e+00        0.0991075              N/A     11.35s 0
  38 1.23e+00          70.7354 1.00e+00        0.0991075              N/A     10.68s 0
  39 1.50e+00          626.766 1.00e+00        0.0991075              N/A      9.50s 0
  40 1.36e+00           6611.5 1.00e+00        0.0991075              N/A      8.27s 0
  41 1.25e+00           66.062 1.00e+00        0.0991075              N/A      7.92s 0
  42 1.29e+00          14.3146 1.00e+00        0.0991075              N/A      6.50s 0
  43 1.33e+00          9.08066 1.00e+00        0.0991075              N/A      5.92s 0
  44 1.24e+00           369370 1.00e+00        0.0991075              N/A      4.78s 0
  45 1.29e+00         0.603086 1.00e+00        0.0991075              N/A      3.92s 0
  46 1.26e+00          5.84174 1.00e+00        0.0991075              N/A      2.93s 0
  47 1.30e+00          13.9179 1.00e+00        0.0991075              N/A      1.88s 0
  48 1.42e+00            87625 1.00e+00        0.0991075              N/A      0.97s 0
  49 1.39e+00          47833.7 1.00e+00        0.0991075              N/A      0.00s 0
  50 1.24e+00          386.958 1.00e+00        0.0991075              N/A     23.38s 0
  51 1.22e+00          4.37196 1.00e+00        0.0991075              N/A     24.63s 0
  52 1.28e+00           1.9316 1.00e+00        0.0991075              N/A     21.78s 0
