    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.65e+01      6.37566e+12 9.00e+00         0.234783              N/A      3.70s 0
   1 1.22e+01          136.865 5.00e+00         0.207581              N/A     20.78s 0
   2 6.68e+00          109.574 1.00e+00          0.11778              N/A     23.63s 0
   3 6.12e+00          1695.61 5.00e+00         0.100014              N/A     23.28s 0
   4 5.83e+00          70.4143 9.00e+00        0.0903134              N/A     22.82s 0
   5 5.27e+00          45.9617 1.30e+01        0.0598577              N/A     21.66s 0
   6 6.18e+00          22.6796 1.30e+01        0.0598577              N/A     18.82s 0
   7 6.72e+00          51.2994 9.00e+00        0.0525672              N/A     19.35s 0
   8 8.56e+00           9.6538 1.50e+01        0.0502389              N/A     18.28s 0
   9 1.22e+01          21.6789 1.50e+01        0.0502389              N/A     18.53s 0
  10 1.34e+01          288.265 2.50e+01        0.0492873              N/A     19.81s 0
  11 1.35e+01          10.6821 1.90e+01        0.0426068              N/A     17.83s 0
  12 1.19e+01          2136.76 1.90e+01        0.0426068              N/A     17.78s 0
  13 1.10e+01          413.529 2.10e+01         0.042076              N/A     14.67s 0
  14 1.15e+01          58.6883 2.10e+01         0.042076              N/A     13.39s 0
  15 1.31e+01          314.925 2.10e+01         0.042076              N/A     12.09s 0
  16 1.63e+01          300.357 2.10e+01         0.042076              N/A     11.07s 0
  17 1.90e+01          1.17031 2.10e+01         0.042076              N/A     10.23s 0
  18 1.99e+01          4.42792 2.10e+01         0.042076              N/A      9.47s 0
  19 1.98e+01          3.23875 1.90e+01        0.0418431              N/A      7.80s 0
  20 1.99e+01          23.7244 2.50e+01        0.0413519              N/A      6.43s 0
  21 2.00e+01          1.50641 4.70e+01        0.0411621              N/A      4.87s 0
  22 1.88e+01          11.6442 1.90e+01        0.0400659              N/A      3.30s 0
  23 1.88e+01      1.03778e+09 1.90e+01        0.0400659              N/A      1.67s 0
  24 1.90e+01          3.36253 1.90e+01        0.0400659              N/A      0.00s 0
  25 1.89e+01           156226 1.90e+01        0.0400659              N/A     38.72s 0
  26 1.86e+01           699221 1.90e+01        0.0400659              N/A     36.67s 0
  27 1.78e+01            63051 1.90e+01        0.0400659              N/A     34.28s 0
  28 1.80e+01          8.81264 1.90e+01        0.0400659              N/A     33.24s 0
  29 1.86e+01          7.78419 1.90e+01        0.0400659              N/A     30.19s 0
  30 1.81e+01          4.48392 1.90e+01        0.0400659              N/A     30.34s 0
  31 1.84e+01          3.17952 1.90e+01        0.0400659              N/A     28.30s 0
  32 1.86e+01          7.22378 1.90e+01        0.0400659              N/A     26.88s 0
  33 1.91e+01           333912 1.90e+01        0.0400659              N/A     25.57s 0
  34 1.92e+01          44274.8 1.90e+01        0.0400659              N/A     23.99s 0
  35 1.93e+01          5.55188 1.90e+01        0.0400659              N/A     22.90s 0
  36 1.92e+01          21.2834 1.90e+01        0.0400659              N/A     20.72s 0
  37 1.98e+01         0.573443 1.90e+01        0.0400659              N/A     19.83s 0
  38 1.92e+01          29.5272 1.90e+01        0.0400659              N/A     17.02s 0
  39 1.94e+01          45203.1 1.90e+01        0.0400659              N/A     16.78s 0
  40 1.90e+01          5.73932 3.90e+01        0.0400538              N/A     14.45s 0
  41 1.94e+01          7.17734 1.90e+01        0.0400659              N/A     13.30s 0
  42 1.92e+01          22.7716 1.90e+01        0.0400659              N/A     11.76s 0
  43 1.95e+01          2.13414 4.50e+01        0.0399302              N/A      9.94s 0
  44 1.95e+01          2.86386 4.50e+01        0.0399302              N/A      8.68s 0
  45 1.94e+01           447767 1.90e+01        0.0400659              N/A      6.41s 0
  46 1.93e+01          6.77041 1.90e+01        0.0400659              N/A      4.87s 0
  47 1.91e+01         0.341877 1.90e+01        0.0400659              N/A      3.15s 0
  48 1.94e+01           13.105 1.90e+01        0.0400659              N/A      1.63s 0
  49 1.93e+01         0.919605 1.90e+01        0.0400659              N/A      0.00s 0
  50 1.92e+01           2.9755 1.90e+01        0.0400659              N/A     36.80s 0
  51 1.92e+01          10.5124 1.90e+01        0.0400659              N/A     37.24s 0
  52 1.90e+01          55.7387 1.90e+01        0.0400659              N/A     35.16s 0
