    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.69e+01      3.10714e+11 3.00e+00         0.190877              N/A      5.16s 0
   1 1.30e+01          69.2885 1.00e+00         0.116086              N/A     22.17s 0
   2 6.90e+00          76.5194 5.00e+00         0.103014              N/A     24.20s 0
   3 5.71e+00          32.8515 1.30e+01        0.0827049              N/A     23.26s 0
   4 2.94e+00          8.69255 1.30e+01        0.0827049              N/A     21.12s 0
   5 4.09e+00          3.35718 1.30e+01        0.0827049              N/A     20.04s 0
   6 5.63e+00          14.9538 1.30e+01        0.0827049              N/A     18.23s 0
   7 5.96e+00           10.781 1.30e+01        0.0827049              N/A     18.93s 0
   8 8.15e+00           628471 2.50e+01        0.0813702              N/A     17.59s 0
   9 1.10e+01           166771 2.50e+01        0.0813702              N/A     16.82s 0
  10 1.21e+01          54.6462 2.50e+01        0.0813702              N/A     18.49s 0
  11 1.28e+01          357.864 2.50e+01        0.0813702              N/A     17.52s 0
  12 1.33e+01          98042.1 2.50e+01        0.0813702              N/A     16.57s 0
  13 1.34e+01           488079 2.50e+01        0.0813702              N/A     14.71s 0
  14 1.29e+01          1518.53 2.50e+01        0.0813702              N/A     13.75s 0
  15 1.29e+01      1.03804e+06 2.50e+01        0.0813702              N/A     12.09s 0
  16 1.32e+01          506.697 1.70e+01        0.0804368              N/A     10.91s 0
  17 1.36e+01          3231.32 1.70e+01        0.0804368              N/A      9.99s 0
  18 1.33e+01          91.3379 1.70e+01        0.0804368              N/A      8.46s 0
  19 1.40e+01          153.281 1.70e+01        0.0804368              N/A      7.09s 0
  20 1.43e+01           48.177 1.70e+01        0.0775101              N/A      5.49s 0
  21 1.57e+01           487922 1.70e+01        0.0775101              N/A      4.11s 0
  22 1.66e+01          63.1289 3.10e+01        0.0734531              N/A      2.85s 0
  23 1.70e+01          17.7565 3.10e+01        0.0734531              N/A      1.45s 0
  24 1.80e+01            77920 3.10e+01        0.0734531              N/A      0.00s 0
  25 1.81e+01          60.3649 3.10e+01        0.0734531              N/A     34.39s 0
  26 1.84e+01      1.59406e+13 3.10e+01        0.0734531              N/A     35.33s 0
  27 1.90e+01          36.5203 3.10e+01        0.0734531              N/A     35.41s 0
  28 1.94e+01          145.653 2.70e+01        0.0530476              N/A     31.78s 0
  29 1.86e+01          20.6532 2.70e+01        0.0530476              N/A     30.28s 0
  30 1.94e+01          296.339 2.70e+01        0.0530476              N/A     28.89s 0
  31 1.95e+01          16.4369 3.10e+01        0.0524288              N/A     27.90s 0
  32 2.04e+01          36.7211 2.10e+01        0.0528933              N/A     27.12s 0
  33 2.12e+01           157499 3.10e+01        0.0524288              N/A     25.32s 0
  34 2.28e+01          56.7991 3.70e+01        0.0449284              N/A     23.78s 0
  35 2.49e+01          26.5081 3.70e+01        0.0449284              N/A     22.68s 0
  36 2.61e+01          22.8203 3.70e+01        0.0449284              N/A     21.77s 0
  37 2.57e+01          136.249 3.70e+01        0.0449284              N/A     20.53s 0
  38 2.59e+01          50.1035 5.50e+01        0.0313965              N/A     19.45s 0
  39 2.64e+01           561.58 5.50e+01        0.0313965              N/A     17.10s 0
  40 2.79e+01           261.14 5.30e+01        0.0278389              N/A     15.91s 0
  41 3.21e+01          611.141 5.50e+01        0.0264331              N/A     14.44s 0
  42 3.39e+01      1.30723e+12 5.50e+01        0.0264331              N/A     13.21s 0
  43 3.18e+01          488.846 7.50e+01        0.0242488              N/A     11.88s 0
  44 3.21e+01          80.0144 7.50e+01        0.0242488              N/A      9.70s 0
  45 3.17e+01          13.2895 7.10e+01        0.0245207              N/A      7.60s 0
  46 3.19e+01           175689 2.90e+01        0.0239907              N/A      5.84s 0
  47 3.37e+01          170.257 2.90e+01        0.0239907              N/A      3.84s 0
  48 3.46e+01           32.752 2.90e+01        0.0239907              N/A      1.98s 0
  49 3.33e+01          46.3728 2.90e+01        0.0239907              N/A      0.00s 0
  50 3.39e+01           30.146 2.90e+01        0.0239907              N/A     47.17s 0
  51 3.34e+01          18.2729 2.90e+01        0.0239907              N/A     46.74s 0
  52 3.18e+01          55.0183 2.90e+01        0.0239907              N/A     43.92s 0
