    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.88e+01      2.78959e+19 1.10e+01         0.234363              N/A      5.19s 0
   1 1.35e+01          219.728 1.30e+01         0.188935              N/A     21.58s 0
   2 7.45e+00           395453 1.00e+00         0.103239              N/A     24.67s 0
   3 7.54e+00           163202 1.00e+00         0.103239              N/A     23.91s 0
   4 6.92e+00          18.6884 5.00e+00        0.0994444              N/A     23.64s 0
   5 3.37e+00          80703.8 5.00e+00        0.0994444              N/A     22.21s 0
   6 1.70e+00          46.9859 5.00e+00        0.0994444              N/A     19.70s 0
   7 3.39e+00          20.6788 5.00e+00        0.0994444              N/A     18.15s 0
   8 4.91e+00           28.529 5.00e+00        0.0994444              N/A     17.90s 0
   9 5.22e+00          36.1976 5.00e+00        0.0994444              N/A     16.82s 0
  10 5.21e+00          42.3087 5.00e+00        0.0994444              N/A     16.23s 0
  11 5.46e+00          128.075 5.00e+00        0.0994444              N/A     16.00s 0
  12 5.18e+00          24122.9 5.00e+00        0.0994444              N/A     14.25s 0
  13 5.17e+00          82539.6 5.00e+00        0.0994444              N/A     13.09s 0
  14 5.09e+00          17932.7 5.00e+00        0.0994444              N/A     12.34s 0
  15 5.21e+00          20.5918 5.00e+00        0.0994444              N/A     10.87s 0
  16 5.01e+00          26.0279 5.00e+00        0.0994444              N/A      9.68s 0
  17 5.20e+00           426188 5.00e+00        0.0994444              N/A      8.12s 0
  18 5.13e+00          21.8759 5.00e+00        0.0994444              N/A      6.96s 0
  19 5.13e+00          86.9236 5.00e+00        0.0994444              N/A      5.77s 0
  20 5.26e+00          1166.52 5.00e+00        0.0994444              N/A      5.09s 0
  21 5.03e+00          5.09288 5.00e+00        0.0994444              N/A      3.75s 0
  22 5.02e+00          41.7526 5.00e+00        0.0994444              N/A      2.43s 0
  23 5.07e+00          2.88046 5.00e+00        0.0994444              N/A      1.13s 0
  24 5.32e+00          53.6253 5.00e+00        0.0994444              N/A      0.00s 0
  25 4.99e+00          8.11333 5.00e+00        0.0994444              N/A     27.55s 0
  26 5.11e+00          101.936 5.00e+00        0.0994444              N/A     25.99s 0
  27 5.21e+00           393230 5.00e+00        0.0994444              N/A     25.07s 0
  28 5.33e+00          17.9741 5.00e+00        0.0994444              N/A     24.64s 0
  29 5.22e+00          4.90508 5.00e+00        0.0994444              N/A     22.83s 0
  30 5.27e+00          18.8869 5.00e+00        0.0994444              N/A     21.37s 0
  31 5.04e+00           6.3201 5.00e+00        0.0994444              N/A     21.80s 0
  32 5.06e+00          4.67794 5.00e+00        0.0994444              N/A     19.24s 0
  33 5.05e+00      1.73503e+06 5.00e+00        0.0994444              N/A     18.63s 0
  34 5.12e+00          222.509 5.00e+00        0.0994444              N/A     17.28s 0
  35 5.19e+00           15.452 5.00e+00        0.0994444              N/A     15.85s 0
  36 5.01e+00          9.09108 5.00e+00        0.0994444              N/A     14.74s 0
  37 5.03e+00          40.4378 5.00e+00        0.0994444              N/A     13.76s 0
  38 5.07e+00          5.02585 5.00e+00        0.0994444              N/A     12.50s 0
  39 5.04e+00          11.8149 5.00e+00        0.0994444              N/A     11.35s 0
  40 5.10e+00          6.10012 5.00e+00        0.0994444              N/A     10.19s 0
  41 4.99e+00          18.0621 5.00e+00        0.0994444              N/A      9.19s 0
  42 5.12e+00          14.9447 5.00e+00        0.0994444              N/A      7.71s 0
  43 5.24e+00          18.7246 5.00e+00        0.0994444              N/A      6.79s 0
  44 5.18e+00          10.8897 5.00e+00        0.0994444              N/A      5.53s 0
  45 5.08e+00          6.14863 5.00e+00        0.0994444              N/A      4.63s 0
  46 5.15e+00          13569.8 5.00e+00        0.0994444              N/A      3.36s 0
  47 5.05e+00          33.3648 5.00e+00        0.0994444              N/A      2.31s 0
  48 5.05e+00          9.24125 5.00e+00        0.0994444              N/A      1.11s 0
  49 5.40e+00          126.093 5.00e+00        0.0994444              N/A      0.00s 0
  50 5.21e+00          4.46585 5.00e+00        0.0994444              N/A     27.26s 0
  51 5.12e+00          12.8237 5.00e+00        0.0994444              N/A     25.43s 0
  52 5.29e+00          387.436 5.00e+00        0.0994444              N/A     24.40s 0
