    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.74e+01      3.88881e+16 1.50e+01         0.138082              N/A      4.37s 0
   1 1.41e+01      1.45605e+06 3.00e+00         0.115169              N/A     22.53s 0
   2 9.11e+00          185.508 1.00e+00        0.0996617              N/A     22.97s 0
   3 8.97e+00          42.4486 1.90e+01        0.0905599              N/A     25.36s 0
   4 5.17e+00          421.438 1.70e+01        0.0759825              N/A     22.71s 0
   5 4.48e+00          450.073 1.70e+01        0.0721152              N/A     21.39s 0
   6 4.40e+00          52.5312 1.70e+01        0.0668901              N/A     18.59s 0
   7 8.94e+00           658996 1.70e+01        0.0668901              N/A     18.89s 0
   8 1.35e+01          733.338 1.70e+01        0.0410701              N/A     18.48s 0
   9 1.61e+01          1988.26 1.70e+01        0.0410701              N/A     20.15s 0
  10 1.68e+01      6.51868e+12 1.70e+01        0.0410701              N/A     20.25s 0
  11 1.76e+01          1329.49 1.70e+01        0.0410701              N/A     19.25s 0
  12 1.72e+01           418676 1.70e+01        0.0410701              N/A     17.95s 0
  13 1.77e+01      5.93115e+12 1.70e+01        0.0410701              N/A     16.38s 0
  14 1.72e+01          984.042 1.70e+01        0.0410701              N/A     14.97s 0
  15 1.73e+01          1579.61 1.70e+01        0.0410701              N/A     13.41s 0
  16 1.76e+01          42.2794 3.30e+01        0.0366694              N/A     12.18s 0
  17 1.82e+01          33.3497 3.30e+01        0.0366694              N/A     10.52s 0
  18 1.83e+01           491.97 3.30e+01        0.0366694              N/A      9.11s 0
  19 2.07e+01          18.7442 3.70e+01        0.0323127              N/A      7.76s 0
  20 2.29e+01      9.20009e+11 3.50e+01        0.0296035              N/A      6.34s 0
  21 2.78e+01          13207.3 5.10e+01        0.0295249              N/A      5.31s 0
  22 3.43e+01          13.2595 4.70e+01        0.0279512              N/A      3.52s 0
  23 3.96e+01          18.5908 5.70e+01        0.0260505              N/A      2.02s 0
  24 4.50e+01          8.17866 5.70e+01        0.0260505              N/A      0.00s 0
  25 4.52e+01          8.66134 6.90e+01        0.0251968              N/A     54.51s 0
  26 4.69e+01      1.84002e+12 9.70e+01         0.024377              N/A     56.71s 0
  27 4.60e+01          10.2078 9.10e+01        0.0236356              N/A     54.33s 0
  28 4.50e+01      9.20009e+11 7.90e+01        0.0247867              N/A     49.39s 0
  29 4.29e+01          2.51175 8.70e+01        0.0248938              N/A     47.13s 0
  30 4.15e+01          15.8471 4.70e+01        0.0252428              N/A     41.94s 0
  31 3.97e+01            148.2 5.30e+01        0.0252419              N/A     40.08s 0
  32 3.95e+01          14.3973 4.70e+01        0.0251279              N/A     37.84s 0
  33 3.91e+01          8.74382 9.30e+01        0.0252281              N/A     35.31s 0
  34 3.86e+01          22.9872 9.30e+01        0.0252281              N/A     34.07s 0
  35 3.73e+01          23.7915 6.90e+01         0.025468              N/A     30.71s 0
  36 3.74e+01          11.2776 4.70e+01        0.0251279              N/A     28.23s 0
  37 3.76e+01          12.6708 4.50e+01        0.0252257              N/A     25.86s 0
  38 3.80e+01          10.1103 3.90e+01        0.0254318              N/A     23.81s 0
  39 3.73e+01          26.4377 3.70e+01        0.0255413              N/A     21.57s 0
  40 3.82e+01          5.13485 6.50e+01        0.0254679              N/A     19.09s 0
  41 3.73e+01           23.307 3.90e+01        0.0254318              N/A     17.24s 0
  42 3.73e+01           411326 3.90e+01        0.0254318              N/A     15.16s 0
  43 3.71e+01          19.7215 3.90e+01        0.0254318              N/A     13.13s 0
  44 3.77e+01          15769.8 5.70e+01        0.0246877              N/A     11.17s 0
  45 3.87e+01          4.68085 3.70e+01        0.0255413              N/A      8.68s 0
  46 3.74e+01          36.9482 3.90e+01        0.0254318              N/A      6.66s 0
  47 3.83e+01          7.41419 6.30e+01        0.0253163              N/A      4.50s 0
  48 3.78e+01          31.3759 6.10e+01        0.0248842              N/A      2.27s 0
  49 3.82e+01          9.43876 6.10e+01        0.0248842              N/A      0.00s 0
  50 3.78e+01          15.0567 3.90e+01        0.0254318              N/A     53.38s 0
  51 3.77e+01           6.3185 5.50e+01        0.0252365              N/A     49.67s 0
