    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.67e+01      5.69821e+14 7.00e+00         0.151183              N/A      5.24s 0
   1 1.29e+01          875.479 1.00e+00        0.0991075              N/A     21.65s 0
   2 8.32e+00          97130.3 1.00e+00        0.0991075              N/A     22.29s 0
   3 5.30e+00          8.29145 5.00e+00        0.0879301              N/A     22.71s 0
   4 2.31e+00          14.4999 5.00e+00        0.0879301              N/A     20.71s 0
   5 1.56e+00          7.00023 5.00e+00        0.0879301              N/A     17.90s 0
   6 2.52e+00          25.5323 5.00e+00        0.0879301              N/A     17.60s 0
   7 4.57e+00           8.3417 5.00e+00        0.0879301              N/A     16.64s 0
   8 5.08e+00          100.798 5.00e+00        0.0879301              N/A     17.26s 0
   9 5.31e+00          116.785 5.00e+00        0.0879301              N/A     16.67s 0
  10 5.00e+00           28.375 5.00e+00        0.0879301              N/A     14.90s 0
  11 5.12e+00          89.7143 5.00e+00        0.0879301              N/A     14.49s 0
  12 5.06e+00          16.4382 5.00e+00        0.0879301              N/A     14.09s 0
  13 5.18e+00           456446 5.00e+00        0.0879301              N/A     12.85s 0
  14 5.18e+00          15.7696 5.00e+00        0.0879301              N/A     11.37s 0
  15 5.25e+00          33.2801 5.00e+00        0.0879301              N/A     10.01s 0
  16 5.17e+00          24512.5 5.00e+00        0.0879301              N/A      9.05s 0
  17 5.16e+00          113.241 5.00e+00        0.0879301              N/A      7.87s 0
  18 5.14e+00      4.12998e+06 5.00e+00        0.0879301              N/A      6.69s 0
  19 5.30e+00           843917 5.00e+00        0.0879301              N/A      5.40s 0
  20 5.33e+00          103.703 5.00e+00        0.0829872              N/A      4.55s 0
  21 5.07e+00          17.0779 5.00e+00        0.0829872              N/A      3.54s 0
  22 5.10e+00          79.9221 5.00e+00        0.0829872              N/A      2.30s 0
  23 5.26e+00          9.90248 5.00e+00        0.0829872              N/A      1.11s 0
  24 5.10e+00          11.6833 5.00e+00        0.0682085              N/A      0.00s 0
  25 5.25e+00           433814 5.00e+00        0.0682085              N/A     27.40s 0
  26 5.19e+00          162.034 5.00e+00        0.0682085              N/A     26.17s 0
  27 5.15e+00          24.5094 5.00e+00        0.0682085              N/A     23.90s 0
  28 5.09e+00          43.9976 5.00e+00        0.0682085              N/A     24.18s 0
  29 5.00e+00          72.3591 5.00e+00          0.06279              N/A     22.17s 0
  30 5.17e+00          22.7387 5.00e+00          0.06279              N/A     21.24s 0
  31 5.12e+00           604779 5.00e+00          0.06279              N/A     20.45s 0
  32 5.24e+00          16.6254 5.00e+00          0.06279              N/A     18.85s 0
  33 5.12e+00           331856 5.00e+00          0.06279              N/A     17.87s 0
  34 5.21e+00      4.68184e+09 5.00e+00          0.06279              N/A     16.32s 0
  35 5.13e+00          197.561 5.00e+00          0.06279              N/A     16.07s 0
  36 5.22e+00          381.091 5.00e+00          0.06279              N/A     14.60s 0
  37 5.09e+00          183.077 5.00e+00          0.06279              N/A     14.01s 0
  38 5.14e+00      3.72786e+12 5.00e+00          0.06279              N/A     12.46s 0
  39 5.40e+00          20.7142 5.00e+00          0.06279              N/A     11.69s 0
  40 5.23e+00          156.552 5.00e+00          0.06279              N/A     10.47s 0
  41 5.11e+00           60.844 5.00e+00          0.06279              N/A      9.19s 0
  42 5.11e+00          79.9737 5.00e+00          0.06279              N/A      8.16s 0
  43 5.18e+00           105662 5.00e+00          0.06279              N/A      6.92s 0
  44 5.14e+00           369389 5.00e+00          0.06279              N/A      5.61s 0
  45 5.23e+00          14.3293 5.00e+00          0.06279              N/A      4.50s 0
  46 5.10e+00          59.6991 5.00e+00          0.06279              N/A      3.24s 0
  47 5.10e+00           293756 5.00e+00          0.06279              N/A      2.28s 0
  48 5.31e+00          87632.6 5.00e+00          0.06279              N/A      1.13s 0
  49 5.24e+00          47927.7 5.00e+00          0.06279              N/A      0.00s 0
  50 5.14e+00          80.4447 5.00e+00          0.06279              N/A     27.60s 0
  51 5.12e+00          127.475 5.00e+00          0.06279              N/A     24.85s 0
  52 5.21e+00          22.8066 5.00e+00          0.06279              N/A     25.54s 0
