    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.55e+01       1.2863e+13 7.00e+00         0.114641              N/A      4.94s 0
   1 1.18e+01      2.39489e+08 1.00e+00         0.099391              N/A     20.79s 0
   2 6.84e+00          41566.5 1.30e+01        0.0700661              N/A     22.48s 0
   3 7.01e+00      1.42561e+07 1.30e+01        0.0700661              N/A     22.93s 0
   4 5.24e+00          10.8737 1.30e+01        0.0700661              N/A     22.61s 0
   5 3.52e+00         0.339267 1.30e+01        0.0664755              N/A     21.05s 0
   6 5.21e+00          5.93547 1.50e+01        0.0662885              N/A     18.34s 0
   7 9.93e+00          108.707 2.10e+01         0.059841              N/A     18.97s 0
   8 1.26e+01          104.966 1.30e+01        0.0525668              N/A     19.95s 0
   9 1.31e+01          16.8478 1.50e+01         0.045887              N/A     20.51s 0
  10 1.30e+01          55.6277 1.70e+01         0.045851              N/A     19.77s 0
  11 1.29e+01          14.0451 1.30e+01        0.0398786              N/A     17.84s 0
  12 1.36e+01          1.68899 1.30e+01        0.0398786              N/A     16.63s 0
  13 1.40e+01          10.4763 2.50e+01        0.0373501              N/A     14.86s 0
  14 1.46e+01          13322.9 2.50e+01        0.0373501              N/A     14.11s 0
  15 1.40e+01          2.03791 2.50e+01        0.0373501              N/A     13.39s 0
  16 1.37e+01          3.92284 2.50e+01        0.0373501              N/A     10.91s 0
  17 1.26e+01          56.9748 1.30e+01        0.0398786              N/A      9.81s 0
  18 1.21e+01          8.83839 1.30e+01        0.0398786              N/A      8.72s 0
  19 1.13e+01          2.34882 1.30e+01        0.0398786              N/A      6.85s 0
  20 1.11e+01         0.424376 1.30e+01        0.0398786              N/A      5.31s 0
  21 1.13e+01          2.40159 1.30e+01        0.0398786              N/A      4.11s 0
  22 1.11e+01          23.1269 1.10e+01        0.0404878              N/A      2.64s 0
  23 1.11e+01          2.30888 1.10e+01        0.0404878              N/A      1.34s 0
  24 1.14e+01          4.54126 1.10e+01        0.0404878              N/A      0.00s 0
  25 1.11e+01          30.8325 1.10e+01        0.0404878              N/A     32.62s 0
  26 1.11e+01          66484.9 1.10e+01        0.0404878              N/A     31.48s 0
  27 1.12e+01          6.17968 1.10e+01        0.0404878              N/A     30.13s 0
  28 1.12e+01           8412.9 1.10e+01        0.0404878              N/A     27.75s 0
  29 1.13e+01          2.86072 1.10e+01        0.0404878              N/A     28.16s 0
  30 1.09e+01          1.39211 1.10e+01        0.0404878              N/A     26.53s 0
  31 1.11e+01          38.6887 1.10e+01        0.0404878              N/A     25.03s 0
  32 1.09e+01          57.1636 1.10e+01        0.0404878              N/A     23.12s 0
  33 1.10e+01          12280.1 1.10e+01        0.0404878              N/A     21.23s 0
  34 1.11e+01          45.6817 1.10e+01        0.0404878              N/A     20.38s 0
  35 1.12e+01          21522.7 1.10e+01        0.0404878              N/A     18.90s 0
  36 1.11e+01          59.4615 1.10e+01        0.0404878              N/A     17.16s 0
  37 1.16e+01          1786.95 1.10e+01        0.0404878              N/A     16.39s 0
  38 1.14e+01          362.155 1.10e+01        0.0404878              N/A     15.56s 0
  39 1.10e+01             6.74 1.10e+01        0.0404878              N/A     13.98s 0
  40 1.12e+01          3.56708 1.10e+01        0.0396979              N/A     11.93s 0
  41 1.11e+01          12.4412 1.10e+01        0.0396979              N/A     11.07s 0
  42 1.13e+01          11113.8 1.10e+01        0.0396979              N/A      9.75s 0
  43 1.12e+01          5948.11 1.10e+01        0.0396979              N/A      8.11s 0
  44 1.11e+01          1.37165 1.10e+01        0.0396979              N/A      6.60s 0
  45 1.13e+01           26.024 1.10e+01        0.0396979              N/A      5.42s 0
  46 1.12e+01           100160 1.10e+01        0.0396979              N/A      3.84s 0
  47 1.13e+01          41362.5 1.50e+01         0.038997              N/A      2.64s 0
  48 1.13e+01           160545 1.50e+01         0.038997              N/A      1.30s 0
  49 1.08e+01          1.01381 1.10e+01        0.0396979              N/A      0.00s 0
  50 1.12e+01          6.71609 1.10e+01        0.0396979              N/A     31.69s 0
  51 1.10e+01          85319.6 1.10e+01        0.0396979              N/A     30.79s 0
