    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.55e+01       1.2863e+13 7.00e+00         0.114641              N/A      4.95s 0
   1 1.22e+01      2.39512e+08 1.00e+00         0.099391              N/A     21.59s 0
   2 6.96e+00          41566.5 1.30e+01        0.0700661              N/A     22.43s 0
   3 7.06e+00      1.42561e+07 1.30e+01        0.0700661              N/A     22.64s 0
   4 5.63e+00          10.9291 1.30e+01        0.0700661              N/A     22.72s 0
   5 4.70e+00         0.394996 1.30e+01        0.0664755              N/A     19.74s 0
   6 7.53e+00          5.98579 1.50e+01        0.0662885              N/A     22.12s 0
   7 1.25e+01          38.9532 3.70e+01        0.0367825              N/A     20.65s 0
   8 1.44e+01          30.6417 3.70e+01        0.0335781              N/A     21.10s 0
   9 1.66e+01          16.3366 3.70e+01        0.0301837              N/A     22.51s 0
  10 2.19e+01          44.0263 3.70e+01        0.0301837              N/A     21.38s 0
  11 3.15e+01           14.109 3.70e+01        0.0301837              N/A     22.65s 0
  12 3.79e+01          1.57341 3.90e+01        0.0295108              N/A     23.42s 0
  13 3.91e+01          1.79004 4.50e+01        0.0281075              N/A     23.84s 0
  14 3.99e+01          3992.74 4.50e+01        0.0281075              N/A     22.61s 0
  15 3.98e+01         0.666693 4.50e+01        0.0231153              N/A     19.91s 0
  16 4.10e+01          1.89228 4.50e+01        0.0231153              N/A     18.52s 0
  17 4.16e+01          16.4744 4.50e+01        0.0231153              N/A     15.98s 0
  18 4.15e+01          5.25573 4.50e+01        0.0231153              N/A     13.98s 0
  19 4.08e+01          1.99591 4.10e+01        0.0195707              N/A     11.40s 0
  20 4.24e+01          1.35194 4.10e+01        0.0195707              N/A      9.31s 0
  21 4.45e+01          15.8904 4.10e+01        0.0195707              N/A      7.30s 0
  22 4.68e+01          10.7851 4.10e+01        0.0195707              N/A      4.93s 0
  23 4.89e+01          4.53569 4.10e+01        0.0195707              N/A      2.51s 0
  24 5.13e+01          6.42686 4.10e+01        0.0195707              N/A      0.00s 0
  25 5.08e+01          37.6242 4.10e+01        0.0195707              N/A      1.06m 0
  26 5.06e+01          10777.9 4.10e+01        0.0195707              N/A      1.01m 0
  27 4.86e+01          3.64521 4.10e+01        0.0195707              N/A     58.08s 0
  28 4.66e+01           8412.2 4.10e+01        0.0195707              N/A     54.47s 0
  29 4.58e+01           1243.5 4.10e+01        0.0195707              N/A     49.90s 0
  30 4.49e+01          2.01388 4.10e+01        0.0195707              N/A     46.12s 0
  31 4.52e+01          16061.8 4.10e+01        0.0195707              N/A     46.13s 0
  32 4.37e+01          1.16297 4.10e+01        0.0195707              N/A     42.42s 0
  33 4.49e+01          2224.85 4.90e+01        0.0194103              N/A     39.48s 0
  34 4.71e+01          9.59067 4.90e+01        0.0194103              N/A     36.05s 0
  35 4.51e+01            10286 4.10e+01        0.0195707              N/A     34.72s 0
  36 4.44e+01          29.5438 4.10e+01        0.0195707              N/A     32.67s 0
  37 4.47e+01          368.364 4.10e+01        0.0195707              N/A     29.61s 0
  38 4.48e+01          189.121 4.10e+01        0.0195707              N/A     28.72s 0
  39 4.33e+01          2.00082 4.10e+01        0.0195707              N/A     25.38s 0
  40 4.62e+01          4.92285 4.10e+01        0.0195707              N/A     23.21s 0
  41 4.48e+01           2.3054 4.10e+01        0.0195707              N/A     20.17s 0
  42 4.46e+01          7102.03 4.10e+01        0.0195707              N/A     16.99s 0
  43 4.37e+01          1469.87 4.10e+01        0.0195707              N/A     15.31s 0
  44 4.31e+01           4008.3 4.10e+01        0.0195707              N/A     12.15s 0
  45 4.35e+01          59.4783 4.10e+01        0.0195707              N/A      9.44s 0
  46 4.48e+01          26755.1 4.10e+01        0.0195707              N/A      7.53s 0
  47 4.35e+01            19778 4.10e+01        0.0194521              N/A      4.88s 0
  48 4.56e+01          20427.6 4.10e+01        0.0194521              N/A      2.48s 0
  49 4.46e+01          34848.7 4.10e+01        0.0194521              N/A      0.00s 0
  50 4.43e+01          3.12283 4.10e+01        0.0194521              N/A     58.93s 0
  51 4.29e+01          21008.6 4.10e+01        0.0194521              N/A     55.10s 0
