    |   Population Average    |             Best Individual              |
---- ------------------------- ------------------------------------------ ----------
 Gen Complexity          Fitness Complexity          Fitness      OOB Fitness  Time Left
   0 3.88e+01      6.15658e+15 3.00e+00          0.14685              N/A      4.99s 0
   1 1.58e+01       1.2453e+06 1.00e+00         0.108762              N/A     22.46s 0
   2 8.29e+00          128.985 5.00e+00         0.108039              N/A     23.42s 0
   3 5.70e+00          41.6073 3.00e+00        0.0992725              N/A     22.70s 0
   4 5.22e+00          5.42285 2.30e+01        0.0602173              N/A     22.08s 0
   5 2.38e+00          4.08461 2.10e+01        0.0588813              N/A     20.66s 0
   6 4.26e+00           113331 2.30e+01        0.0583886              N/A     17.90s 0
   7 7.62e+00          54465.9 2.30e+01        0.0583886              N/A     18.85s 0
   8 1.54e+01           409538 2.30e+01        0.0583886              N/A     18.79s 0
   9 2.30e+01      1.43106e+11 2.50e+01        0.0583886              N/A     21.28s 0
  10 2.39e+01          8.48499 3.30e+01        0.0575425              N/A     22.74s 0
  11 2.18e+01          9.53879 2.10e+01        0.0583238              N/A     22.11s 0
  12 1.97e+01       1.4525e+11 3.30e+01        0.0583886              N/A     19.17s 0
  13 1.82e+01          391.254 1.90e+01        0.0583966              N/A     17.10s 0
  14 1.77e+01          821.151 1.90e+01        0.0584942              N/A     15.64s 0
  15 1.77e+01          8637.76 1.90e+01        0.0584942              N/A     13.81s 0
  16 1.77e+01          379.215 1.90e+01        0.0584942              N/A     12.88s 0
  17 1.79e+01            25734 3.90e+01        0.0582975              N/A     10.85s 0
  18 1.80e+01          4.36967 1.90e+01        0.0584942              N/A      9.37s 0
  19 1.72e+01          384.196 1.90e+01        0.0584212              N/A      7.74s 0
  20 1.73e+01      1.30357e+07 1.90e+01        0.0584212              N/A      6.11s 0
  21 1.75e+01          180.316 1.90e+01        0.0584212              N/A      4.47s 0
  22 1.72e+01          8.68716 1.90e+01        0.0584212              N/A      3.01s 0
  23 1.75e+01          14.8298 1.90e+01         0.058585              N/A      1.52s 0
  24 1.70e+01          250.993 1.90e+01        0.0584212              N/A      0.00s 0
  25 1.73e+01           18.767 1.90e+01         0.058585              N/A     38.35s 0
  26 1.74e+01          22.1545 1.90e+01        0.0584212              N/A     35.85s 0
  27 1.57e+01          31.2736 1.90e+01        0.0584212              N/A     35.29s 0
  28 1.54e+01       1.6691e+10 1.90e+01         0.058585              N/A     31.78s 0
  29 1.32e+01          8.64734 1.50e+01        0.0529767              N/A     32.01s 0
  30 1.24e+01          2816.34 1.50e+01        0.0529767              N/A     27.05s 0
  31 1.19e+01          1.05048 1.50e+01        0.0529767              N/A     25.53s 0
  32 1.20e+01          11441.4 1.50e+01        0.0529767              N/A     23.60s 0
  33 1.33e+01          16.8584 1.50e+01        0.0529767              N/A     21.88s 0
  34 1.43e+01          12.5517 1.50e+01        0.0529767              N/A     22.25s 0
  35 1.47e+01          487.523 1.50e+01        0.0472115              N/A     21.23s 0
  36 1.53e+01           256247 1.50e+01        0.0472115              N/A     19.39s 0
  37 1.49e+01          802.852 1.50e+01        0.0472115              N/A     18.03s 0
  38 1.50e+01          77369.1 1.50e+01        0.0472115              N/A     15.95s 0
  39 1.52e+01      1.12399e+07 1.50e+01        0.0472115              N/A     14.78s 0
  40 1.49e+01          10.5893 1.50e+01        0.0472115              N/A     13.43s 0
  41 1.47e+01           3.7546 1.90e+01        0.0467343              N/A     11.52s 0
  42 1.48e+01          40.4736 1.90e+01        0.0467343              N/A     10.96s 0
  43 1.49e+01           979238 1.50e+01        0.0472115              N/A      8.89s 0
  44 1.51e+01          313.231 1.70e+01        0.0459113              N/A      7.51s 0
  45 1.52e+01          25.2428 1.70e+01        0.0459113              N/A      6.24s 0
  46 1.51e+01          13.7996 1.70e+01        0.0459113              N/A      4.48s 0
  47 1.51e+01          504.956 1.70e+01        0.0459113              N/A      3.08s 0
  48 1.49e+01          23977.8 1.70e+01        0.0459113              N/A      1.48s 0
  49 1.53e+01          523.785 1.70e+01        0.0459113              N/A      0.00s 0
  50 1.52e+01          542.276 1.70e+01        0.0459113              N/A     35.75s 0
  51 1.61e+01      6.79285e+08 1.70e+01        0.0459113              N/A     33.13s 0
